Index,coherence,source,lang,FT_CC,FT_Cluster,BERT_CC,BERT_Cluster,Sent_CC,Sent_Cluster
222,3,CEDCC,zh,0.5161757276866552,0.5763729893807114,0.3511727792463941,0.3334062168167726,0.6163767199273136,0.4732638888888888
656,3,CEDCC,zh,0.5156249244035269,0.43922671123073015,0.35727920427922905,0.3580753432864724,0.4546972841995139,0.3287917905030204
3388,1,CEDCC,zh,0.519750578149668,0.6081623093357396,0.34250983201742013,0.34140852905408875,0.5494910716139083,0.44710772319467973
1827,1,CEDCC,zh,0.5260172826440817,0.4985827762146684,0.34373425540635033,0.35362933684777226,0.5616265473372298,0.3427292404565131
2078,3,CEDCC,zh,0.4724847557890582,0.0,0.3469928151206054,0.35298154387314007,0.6579712856802639,0.5768065268065269
3183,3,CEDCC,zh,0.515258559878575,0.4138577199181576,0.35747499178418385,0.3374111903475417,0.5390379334201774,0.4798293493945668
377,3,CEDCC,zh,0.5048447155514117,0.1913012777330726,0.3569213926256986,0.3447867603898478,0.48809520650282384,0.5065969215969217
2631,1,CEDCC,zh,0.5274658018692044,0.6814276398925888,0.3359672713566057,0.3789772905386157,0.5449277441573279,0.5503037897774741
3121,3,CEDCC,zh,0.5178277621585522,0.4031836538128953,0.34227841150418165,0.37387764360561837,0.6511170341129855,0.6625874125874126
1407,1,CEDCC,zh,0.5194489629217263,0.6221006542558203,0.35184039797400557,0.338738913208064,0.6295145826395826,0.6229301948051947
2919,2,CEDCC,zh,0.5205640214011943,0.5605275840956669,0.3442996199387784,0.3389866260644032,0.6342705433304774,0.5444444444444444
1377,2,CEDCC,zh,0.5189300518514186,0.6394811208181193,0.3453818558751741,0.34268189543706473,0.5497876548828873,0.39639550264550266
2021,1,CEDCC,zh,0.5143621469113487,0.4412118817603416,0.33535433534089243,0.3731662030920586,0.5459250397375381,0.5884825700615174
1103,2,CEDCC,zh,0.5210629681152043,0.6665196894799176,0.3313437078591385,0.35480790813021235,0.6842598577892696,0.7166666666666666
2943,2,CEDCC,zh,0.5184565492721175,0.631317564632513,0.3534797245532704,0.3324741792599525,0.5641075810410766,0.5513641456582633
780,3,CEDCC,zh,0.5189393150473093,0.48241636417866685,0.33804167351472864,0.36366956531569034,0.6326237485378545,0.6116780045351475
2562,3,CEDCC,zh,0.5226365698842261,0.6383189622874696,0.3511544394882752,0.3802128473191765,0.5307761639291632,0.2768104323659879
137,2,CEDCC,zh,0.5122812781493418,0.27503635329505,0.34072689024024144,0.3662982567712156,0.5206810749243385,0.4042867626200961
3284,1,CEDCC,zh,0.509171826404998,0.23563500663743472,0.336902439619724,0.3488132925062454,0.6400774253617063,0.6664335664335664
2085,3,CEDCC,zh,0.5157088947101534,0.34807734166685383,0.33321604084970163,0.3862373084667391,0.5794020356449323,0.5731601731601731
840,3,CEDCC,zh,0.5188030784240816,0.5622997165839682,0.3469687229335187,0.35058445927555776,0.5687167749501716,0.46995670995671013
3200,3,CEDCC,zh,0.5164064791479829,0.5662320075238202,0.3490999477468496,0.36025693561933264,0.5732151548552175,0.5307101402496138
1072,2,CEDCC,zh,0.5185554955935202,0.6351184823850022,0.3476630922841823,0.3607572645052006,0.5203547639465408,0.4364330114330114
2812,2,CEDCC,zh,0.517996464022514,0.4776607199117707,0.34508803830271245,0.37714115557509315,0.5677545568069148,0.5359090909090909
962,3,CEDCC,zh,0.5188776729936959,0.544885324737247,0.35084704034885045,0.3428650965330927,0.5680811170527122,0.503835978835979
2556,1,CEDCC,zh,0.5236451365469413,0.6534199310911704,0.3415293293260378,0.35897365827322925,0.548694785747064,0.4650643338143339
4254,3,CEDCC,zh,0.5135317454089686,0.3851399912305362,0.355910299101145,0.33208144715925464,0.5341118942241687,0.39899750455306016
3291,1,CEDCC,zh,0.3916060814248754,0.34252584726510854,0.36945009657293354,0.29284460252684796,0.7428030303030304,0.8053571428571429
1885,3,CEDCC,zh,0.5198453275902152,0.6676652352945708,0.3466176338932795,0.35746437892629024,0.5264166182610106,0.4106391293891294
2561,2,CEDCC,zh,0.518721933493982,0.5720087978788599,0.3609554125061713,0.32263030966360123,0.6622560446089858,0.5649350649350651
3126,3,CEDCC,zh,0.5144601260241249,0.3852385024896757,0.34559572866938904,0.3441243900412904,0.5640302529474082,0.46395094804185727
3292,3,CEDCC,zh,0.5176583725009289,0.6118009769586015,0.3561873922949966,0.3481119020525309,0.5526790464316906,0.537482083134257
2781,3,CEDCC,zh,0.5145918235945139,0.3908578752963625,0.35167517524045655,0.35413154925686546,0.5654235456878567,0.6116351484772536
362,1,CEDCC,zh,0.5144463444476659,0.37162773854679926,0.3552754565953325,0.33813994014126,0.5251118406760428,0.3751650706196162
1830,1,CEDCC,zh,0.5195343252149879,0.5792398337637344,0.3480728524035802,0.35103574915420094,0.5927161478216182,0.5950980392156863
2888,3,CEDCC,zh,0.5083679086270803,0.29811946701403735,0.34401297153833105,0.34588366405876686,0.5332310419627388,0.39366148255037153
784,1,CEDCC,zh,0.5225956800257946,0.6063694012881042,0.3406564712130828,0.3691395355218732,0.5515663633695196,0.4414236874236874
4186,3,CEDCC,zh,0.5192060971746334,0.5809119034551452,0.34974986579995665,0.3418011057036716,0.582992904394197,0.41963869463869474
1622,1,CEDCC,zh,0.5188067996235517,0.43455980420419127,0.34516415345522783,0.34602098636391115,0.5798298253333223,0.47333333333333333
1691,1,CEDCC,zh,0.516851255144525,0.33833396914551,0.34656424326266994,0.3320006069383415,0.7149402680652681,0.6958333333333333
2897,2,CEDCC,zh,0.5134659789575272,0.44072512407013104,0.34668694175108655,0.35115004191716837,0.5398799315951048,0.4375864739835328
4266,3,CEDCC,zh,0.5178680505787415,0.5496549165038243,0.3483751707566319,0.3528909046533586,0.5041862293289031,0.5309884559884559
275,3,CEDCC,zh,0.5173679657030994,0.6113783919294036,0.35429450528803963,0.35887361086760944,0.592022259294207,0.5215688632355299
1373,2,CEDCC,zh,0.5180383392844776,0.6003925259573356,0.3350363609980393,0.3753721019144873,0.559642412933135,0.5541619199513936
3167,3,CEDCC,zh,0.5204787455612409,0.6220845438969019,0.3515528060199719,0.33336146086306406,0.5795913401747703,0.44724664224664223
1068,3,CEDCC,zh,0.5201819462924475,0.45003403316627394,0.3539137734369547,0.3274346229040445,0.5284246382737864,0.4941468253968253
3230,1,CEDCC,zh,0.3759324278051658,0.40532454882330826,0.3445232462811971,0.3363377927339802,0.6537886658867844,0.6191808191808191
1403,3,CEDCC,zh,0.5193003849061241,0.617693743259929,0.3446009799074696,0.3568615020648112,0.6475038323427071,0.677793317793318
2828,2,CEDCC,zh,0.29975575247767494,0.5570428100359495,0.33737431183704464,0.38538043389673093,0.6181616796496856,0.573051948051948
1808,3,CEDCC,zh,0.5206485733704389,0.6518154790041516,0.3466634496221424,0.36683500934804303,0.5483903171433385,0.5025980685980687
2808,2,CEDCC,zh,0.5210185875230307,0.6500341352245873,0.35251527732632915,0.3360345999227475,0.6211253367263596,0.5956043956043957
314,2,CEDCC,zh,0.5152791511142688,0.44221570621319417,0.34738289124748495,0.3464075059520291,0.5553510522485839,0.5624004783095692
1791,1,CEDCC,zh,0.510595848897748,0.20504263062628605,0.3426100818093851,0.3383800455751331,0.5599315466832144,0.4744366744366744
2780,2,CEDCC,zh,0.514672459084915,0.1908272106208659,0.35144820864249343,0.3540759789657938,0.5382420063771297,0.5626195749190401
3235,2,CEDCC,zh,0.5165084223877601,0.44235464496849985,0.353948726943131,0.3422867332326854,0.4961163318600624,0.6187558473272757
4275,1,CEDCC,zh,0.5179786681546131,0.6097559214305729,0.3528397552356354,0.31597806735871553,0.8015873015873015,0.7111111111111111
2864,3,CEDCC,zh,0.5196625616460018,0.7383129625649536,0.3419124577098866,0.3773563326411702,0.538585849628981,0.6242424242424242
2626,1,CEDCC,zh,0.5210598469162064,0.7346892175990751,0.3541252325012335,0.32936221135348814,0.6278466855529719,0.5675824175824176
918,3,CEDCC,zh,0.5310550984165584,0.5915061911475803,0.33655353343250394,0.3669198442790992,0.585975024251971,0.5865652865652866
2369,2,CEDCC,zh,0.5203158058184721,0.6343925162308801,0.35161700790045064,0.33611372095613806,0.5818620122576492,0.516110686698922
2698,3,CEDCC,zh,0.5280576603752838,0.5582228607190404,0.32897168295929863,0.379701890813279,0.6126818913775435,0.6714285714285714
2306,2,CEDCC,zh,0.5198480885078663,0.5047066013471398,0.3346775909565607,0.38586960312428725,0.5695839909229343,0.5889979464979465
2581,3,CEDCC,zh,0.5187063255218418,0.4501632215342602,0.34009168386973937,0.352587622806388,0.5603922237946195,0.4801923076923077
683,2,CEDCC,zh,0.4865371983206368,0.07195892499319027,0.3492864817642124,0.35700717179704944,0.48657216265982745,0.42375124875124887
1860,1,CEDCC,zh,0.5152423710024244,0.42005375391209004,0.3518250396782761,0.34446763378735373,0.6224723579883379,0.5171201814058958
3276,1,CEDCC,zh,0.5167200510440331,0.3406324678239051,0.31900246711891245,0.40616095780232875,0.5382424676505899,0.5830532212885154
2612,1,CEDCC,zh,0.5172152228219924,0.5829188772995039,0.3590809691549869,0.3284540670172083,0.6974775224775225,0.6209523809523809
4232,3,CEDCC,zh,0.5183285395479218,0.6245131360539732,0.34141805675996656,0.36729519873535366,0.5329447486286489,0.3437466379774072
3214,2,CEDCC,zh,0.5155515530462642,0.36567495791223337,0.3379621829197862,0.3423335334238989,0.6838511488511488,0.6038095238095238
4466,1,CEDCC,zh,0.5085818575171832,0.24141165899983824,0.33789392560344245,0.36723037262683217,0.5194352548712584,0.394621410335696
1388,3,CEDCC,zh,0.5169383050605841,0.6516521501992926,0.35873901567618316,0.33061102959459754,0.5294826868255565,0.38184539474862045
3164,3,CEDCC,zh,0.37204570846710994,0.47060105720181755,0.34542791304303067,0.36639500782821105,0.5197443803962207,0.46092241092241093
406,2,CEDCC,zh,0.5179893326007725,0.608319118979154,0.3528240572302727,0.3408227010551473,0.523842778775842,0.39058956916099774
2933,1,CEDCC,zh,0.519187947021072,0.48102338871261724,0.3456547117623608,0.35359283038292977,0.5261356955299364,0.3660197645491763
1649,2,CEDCC,zh,0.516883039634903,0.40354157921049666,0.34270326779524274,0.35633815672664493,0.7195545195545195,0.621957671957672
1886,2,CEDCC,zh,0.4950648629484495,0.06257159074716283,0.3478479939422493,0.3445460862034744,0.534140310204044,0.40884434279171117
2111,1,CEDCC,zh,0.5147340664577403,0.40492165659803786,0.3543288774980236,0.358931589348271,0.6057854223696673,0.559944684944685
2226,1,CEDCC,zh,0.5210631832142559,0.6435360536922515,0.3467009872590384,0.3518012643546503,0.6469707648016472,0.5734126984126985
2016,2,CEDCC,zh,0.5188982375880337,0.6527257966241223,0.3673434768849761,0.3253922627739719,0.5764200925191638,0.5066893424036282
3337,1,CEDCC,zh,0.5193451697915275,0.6335198755044207,0.3383861101625226,0.3679195197696934,0.5449532078538952,0.4839380196523054
2401,2,CEDCC,zh,0.5196665806881151,0.6661212285190781,0.3599868121197223,0.33550811383187445,0.5430602453157836,0.44175293305728086
3257,1,CEDCC,zh,0.5188758194272387,0.5914876273103217,0.3517363106801712,0.3484475279378091,0.5631246475954834,0.5209035913581368
3163,2,CEDCC,zh,0.3857520804046351,0.42013235864971654,0.34398191656746424,0.34917187970708974,0.6344154091522513,0.767948717948718
657,2,CEDCC,zh,0.5178386507974101,0.6063585113559488,0.34738913561433,0.35949199334381926,0.6290816990625174,0.5811011904761905
1478,2,CEDCC,zh,0.5276052735165314,0.490936746987019,0.3454700097101961,0.3278892431328364,0.6608285505344329,0.42424242424242425
2849,2,CEDCC,zh,0.5231505577734431,0.6087430413442358,0.3325147684602479,0.368665732331716,0.5562659935456418,0.5320483749055178
3347,2,CEDCC,zh,0.35444912439797954,0.4921766703640158,0.3370614339819246,0.3798044397048123,0.6155329307496908,0.5948677248677249
3056,3,CEDCC,zh,0.5172393891725443,0.5694331451656287,0.3422216490766393,0.36401511194223407,0.5895667693741711,0.4180672268907562
2906,1,CEDCC,zh,0.513446170262698,0.35512722799210944,0.3641654686876119,0.3223898331433128,0.6295519396062874,0.5465322871572871
331,1,CEDCC,zh,0.5201326643009928,0.4850212546326846,0.3404330033880524,0.3603493652917297,0.5569356595222527,0.5567460317460318
207,3,CEDCC,zh,0.5186708957321825,0.49022002673518034,0.34120530348349115,0.3438332091819002,0.5673811662983864,0.40428571428571425
3187,3,CEDCC,zh,0.5074876126287508,0.25170110572619586,0.3549468084645412,0.3453221175418142,0.5360451396281171,0.4187069203198236
2915,1,CEDCC,zh,0.5199328430848222,0.6585844159141706,0.35864103300386585,0.33364006279289654,0.5623160853038913,0.588304120122302
2824,1,CEDCC,zh,0.5147339265530244,0.3581221036180646,0.35465846013523866,0.33203092093313424,0.5873128603722816,0.4652116402116402
1665,1,CEDCC,zh,0.5188503151926198,0.5987955812402161,0.3571624607962501,0.3416182362693847,0.5982821524630684,0.5561911944264885
1947,2,CEDCC,zh,0.5196410590882986,0.6296114366492517,0.3255795588690685,0.3788559958397453,0.6378176743165302,0.6500000000000001
1944,1,CEDCC,zh,0.4929460360025154,0.03883582617192079,0.3794295011076231,0.31259379798300396,0.45637251821987007,0.3221640752409984
2677,1,CEDCC,zh,0.519551376267184,0.6503059916022638,0.34978621185169867,0.3487456836559558,0.510962600748619,0.45261951852860954
3984,2,CEDCC,zh,0.5194685716283486,0.7003670752619754,0.3453613870825695,0.37409162031077575,0.5182333285696129,0.4621814693243264
2869,3,CEDCC,zh,0.5181719511734649,0.580336961593785,0.36208887045437305,0.3306483249315214,0.5788010087473094,0.5212398712398711
3110,3,CEDCC,zh,0.5187782567086023,0.5703991274216191,0.35447937018537434,0.3394988099577679,0.5269278136023686,0.4344615701758558
3067,3,CEDCC,zh,0.5205724331486876,0.6536218140193747,0.34347850591419965,0.35695266513407053,0.608056504078658,0.6028379772961818
3210,3,CEDCC,zh,0.520291935824755,0.6113003733833032,0.35368775451984286,0.35023873952003926,0.5882646049225746,0.5393067226890758
2910,3,CEDCC,zh,0.5131909785153057,0.34011083156467625,0.3486833302320067,0.336839534446148,0.630596728151076,0.5071428571428572
2853,1,CEDCC,zh,0.5186939105498944,0.5855701002026321,0.3512847344923488,0.35454192448844524,0.5784901124171739,0.5430270752639174
3046,3,CEDCC,zh,0.46353574595248515,0.0,0.338556271236364,0.3804889599011493,0.5909058824507417,0.6205747955747954
2166,1,CEDCC,zh,0.5157645872780406,0.4813291192533962,0.3713083284993099,0.33062453584995405,0.5137202104241609,0.3974976412476414
2792,2,CEDCC,zh,0.46718450088799335,0.0,0.36132306474765946,0.32884181685312786,0.49555401316098063,0.42031564531564536
4252,3,CEDCC,zh,0.5000745179781089,0.20812560999287286,0.34700693497592244,0.37590368007303493,0.5131995883432391,0.5100212544656989
2248,1,CEDCC,zh,0.49901083912215,0.14523073626745014,0.34689628885010715,0.34272442791760993,0.5656657621777516,0.44899498649498665
2135,3,CEDCC,zh,0.5219375326692338,0.6283350710320305,0.34644291208674377,0.35889312171904447,0.566347361697751,0.5475256769374417
662,3,CEDCC,zh,0.5189442329520902,0.5977512652315543,0.3616198127676614,0.33820113753179376,0.5329906998494539,0.3836282764854195
4246,3,CEDCC,zh,0.520493444777565,0.6831209248098509,0.35588030551943434,0.346188556141418,0.5664159679695187,0.545255538112681
2909,1,CEDCC,zh,0.4514059848612548,0.034683528710921036,0.35080740877722494,0.349187106733248,0.5658684141069462,0.42986258186258197
3117,2,CEDCC,zh,0.5206137971910343,0.5549408628172742,0.34288998008177013,0.3528017056259643,0.6034150347773537,0.5784126984126984
3159,3,CEDCC,zh,0.5203671552586444,0.5798259737665844,0.34375135652769195,0.36140878846451185,0.5836419342146385,0.5919540336207003
727,2,CEDCC,zh,0.5007014103787893,0.08507329501876758,0.3426785655872586,0.3777132258368412,0.572052551842695,0.42174242424242425
3633,1,CEDCC,zh,0.5205165210451144,0.6068945851667372,0.342671938510741,0.33952386739862606,0.7710884353741496,0.8095238095238094
3256,3,CEDCC,zh,0.385740979141056,0.35596638863035884,0.338773432236068,0.36495757657410455,0.5381503905377495,0.6288749444999445
2141,3,CEDCC,zh,0.5205377070002473,0.6270798645157293,0.34006212267973956,0.35428941164568906,0.6782400605930017,0.7291486291486291
2072,1,CEDCC,zh,0.5202919521864743,0.46381743315697516,0.3449866077164425,0.34420848678132304,0.7163256496589829,0.6582010582010581
2877,3,CEDCC,zh,0.5213575563062597,0.7113400409430691,0.32788061356209297,0.3815055446650245,0.5528334097629318,0.5611471861471862
1863,1,CEDCC,zh,0.5191858517228262,0.6124499602079652,0.34434640435430974,0.367669848417695,0.61409744441108,0.6463338744588745
2904,1,CEDCC,zh,0.5168959086479556,0.3857987894664014,0.3398173693619475,0.36719578938178066,0.6233961384883867,0.454586038961039
3120,3,CEDCC,zh,0.5219926342183991,0.6205139185604028,0.3474113943035074,0.36315664525512814,0.627959321380374,0.5258522727272728
2823,3,CEDCC,zh,0.5215208902027592,0.7146465848559016,0.3488843841572917,0.367485712743843,0.5663907369961652,0.3866630591630591
2503,2,CEDCC,zh,0.5170735586980196,0.6249631111935006,0.3490216619207405,0.373643414020785,0.5361521240402443,0.4956866804692893
2139,3,CEDCC,zh,0.5150597630073364,0.3069185648574222,0.3379322213900505,0.3586322826371213,0.5667277523734399,0.4825310245310245
3290,3,CEDCC,zh,0.5132343627530802,0.4977417549877042,0.34356980735556386,0.3672024932791438,0.5684340555527839,0.4866256550467077
3157,1,CEDCC,zh,0.5194026310278559,0.6221989720268617,0.3341104168073582,0.351964353692321,0.5910187401029849,0.47934102934102923
2169,2,CEDCC,zh,0.5108874246873379,0.2753044452689481,0.3410845626553676,0.350402191367889,0.6184231001486437,0.5632440476190477
3011,1,CEDCC,zh,0.5202555950189115,0.6428697031063557,0.3396593668946575,0.38179625385731353,0.5113822179554288,0.44098353753526176
3051,2,CEDCC,zh,0.5141931673576683,0.3507755991123946,0.34594952221443515,0.34608939877822575,0.6524121436938967,0.7181405895691609
848,2,CEDCC,zh,0.38258600078104393,0.367636614358863,0.3430950868488107,0.3542177010475521,0.5640158259752815,0.4858790199699291
2022,2,CEDCC,zh,0.5160552794047591,0.3936176276005364,0.3405710814279098,0.38115869786165896,0.5616816432881842,0.40811845159671256
2345,1,CEDCC,zh,0.5165125164739364,0.42104040007942073,0.349564364646991,0.34551886458998576,0.6610644257703081,0.5084415584415585
2455,1,CEDCC,zh,0.5204794112877735,0.6015159574928524,0.34239482099895213,0.35565789742688403,0.6588008482745324,0.628943278943279
2374,1,CEDCC,zh,0.5201432055341446,0.6601336324045274,0.3469752237504463,0.3712393574269294,0.6358117610602593,0.6081959706959708
3273,1,CEDCC,zh,0.5190033168901107,0.5926296780206209,0.3536366078153767,0.33504666658697946,0.7212121212121212,0.4583333333333333
44,1,CEDCC,zh,0.5246156162041884,0.6025244187835214,0.3458949786533872,0.36344142763286624,0.5773593012006353,0.5179738562091503
2758,1,CEDCC,zh,0.5196022004551284,0.5571762463740234,0.3453471745886054,0.35083675007110143,0.6553824307500778,0.6537037037037038
748,2,CEDCC,zh,0.5170026688353989,0.3698181637313161,0.3479549729266507,0.35625434825558117,0.5298606628707838,0.43617330944917165
2950,2,CEDCC,zh,0.5287555673073088,0.5432241206700726,0.34312389090084816,0.3658177732235791,0.5749299673225945,0.44691876750700277
1819,2,CEDCC,zh,0.5007929688905925,0.10180516880034672,0.35633462947225636,0.32710181073414574,0.5571630201706506,0.4318972033257749
2296,3,CEDCC,zh,0.5174668871239719,0.6173133363058986,0.35112565119210776,0.36212054603418425,0.5586223546930309,0.4301043401043401
1676,1,CEDCC,zh,0.5182153456817622,0.6072492396237689,0.34645264692260297,0.34203065533225624,0.562134660532966,0.4691877011877012
2684,2,CEDCC,zh,0.5210008564856634,0.6371076163994018,0.34347865149930606,0.36353409575245593,0.5790794647020904,0.5166199813258636
1602,2,CEDCC,zh,0.5134794801728939,0.2978865555789027,0.34389217608111255,0.3499454523144128,0.579057687213422,0.5025974025974027
1976,1,CEDCC,zh,0.5192226791009268,0.5669438497952136,0.3507417325232783,0.33786395982803297,0.5526720879594612,0.45309956709956717
3601,2,CEDCC,zh,0.5191854485993862,0.639428042130148,0.35392922964083984,0.3329645881105839,0.6195250825869492,0.6001133786848073
3008,3,CEDCC,zh,0.37195205869786724,0.4702385836344498,0.34408263124334065,0.3481795635484687,0.6046172979095087,0.6806547619047618
3239,3,CEDCC,zh,0.5167999157073165,0.41229334769331677,0.34610896757420967,0.3431960661789227,0.5869854317382404,0.6670995670995671
1523,1,CEDCC,zh,0.5161401620695921,0.5768537926458036,0.35474464266532035,0.3443833160857844,0.5875785397083572,0.601659125188537
2714,1,CEDCC,zh,0.5217395874602503,0.6385087858801036,0.34489142828359076,0.3455003063731947,0.5781672779395739,0.4893557422969187
2462,3,CEDCC,zh,0.5217541201778751,0.7087670282220914,0.3427868806686318,0.35544353125348094,0.6453262647972569,0.7075702075702075
3030,2,CEDCC,zh,0.5178111526790795,0.5882164418864829,0.34418092044933213,0.3685318104879563,0.5756631746732243,0.49323062558356684
1065,3,CEDCC,zh,0.5171222630540621,0.4583065548801421,0.3486179104873089,0.3545847573283856,0.6015302669649605,0.5205908289241622
2855,3,CEDCC,zh,0.512500814814988,0.37945929737541334,0.34219045506979884,0.38056049885739746,0.5761604312378321,0.5632580382580383
2546,3,CEDCC,zh,0.5121505733487679,0.3978331903230521,0.3453433525948025,0.344524782291026,0.5823524165319831,0.5970911441499677
868,1,CEDCC,zh,0.5173559027802304,0.6126122195787119,0.3410364894952623,0.3459595744558871,0.6546028790610834,0.6077922077922078
261,3,CEDCC,zh,0.519407297435725,0.6836339702470329,0.3445093428529169,0.356712957659698,0.6018011752044885,0.6074840192487253
2697,1,CEDCC,zh,0.38697252657886094,0.4117936860087898,0.34339087021725456,0.3304520949529841,0.6066958869626023,0.555952380952381
2636,2,CEDCC,zh,0.5175163176164937,0.6010985925409913,0.36333514831219793,0.346641833883387,0.5479313892843646,0.5008763227513228
3319,1,CEDCC,zh,0.5177228492512391,0.669577530433804,0.3478527008755718,0.3604968517928591,0.5954795394831391,0.6039886039886041
2066,1,CEDCC,zh,0.5179044186621621,0.46769996894451565,0.34553541632935814,0.35392429091287164,0.5228329068290137,0.45012265512265526
2850,2,CEDCC,zh,0.5197241957777136,0.6354493073933665,0.34501175942242746,0.34907398665214756,0.6238051412923536,0.6941043083900226
2844,3,CEDCC,zh,0.5187930211948404,0.5842741369956754,0.35128222197811054,0.3447817226348463,0.5414516662205497,0.4494671994671995
2820,1,CEDCC,zh,0.4749640710655085,0.0,0.3420729956807567,0.36181450855978303,0.5288144351566145,0.4706686462463773
1634,3,CEDCC,zh,0.5004705373802324,0.08394003240283963,0.3528186352998365,0.3484279863939349,0.510110483468996,0.48496503496503507
836,1,CEDCC,zh,0.5165015881617046,0.430067674469433,0.35156583184285245,0.33215657135605325,0.5623871177906291,0.5176707551707552
1866,2,CEDCC,zh,0.5151230562640567,0.3918491981455015,0.34256946704842456,0.35547520668492305,0.6086392627942416,0.4933035714285714
3037,3,CEDCC,zh,0.5175954124952399,0.40725548214084417,0.34226855701460707,0.3771870999724898,0.5793934014008807,0.5466404453246558
2832,1,CEDCC,zh,0.5241166033904406,0.6253234188087848,0.35477718762281857,0.32597919953949295,0.7369002525252526,0.7958333333333333
