Index,coherence,source,lang,Prompt_MeanK1,Prompt_MeanK2,Prompt_Global,Prompt_MCR,Prompt_SSC,Prompt_WL,Prompt_Var,Prompt_Peak,Prompt_Valley,Prompt_Amp,Prompt_Skew,Prompt_Kurt,Prompt_ApEn,Prompt_Acf,Prompt_AcfZcr
C05779017_3,3,Clinton,en,,,,,,,,,,,,,,,
C05764791_1,3,Clinton,en,,,,,,,,,,,,,,,
C05770789_0,2,Clinton,en,0.50865213945508,,0.5561486482620239,0.5714285714285714,0.5,0.0774236364024026,0.003334138901116099,0.5961676239967346,0.42593297362327576,0.17023465037345886,0.015186065992444755,-4.333404688808047,-0.15415067982725872,-0.1391914075820127,0.5714285714285714
C05761828_2,2,Clinton,en,0.4687479023750012,,0.44490519165992737,0.8333333333333334,0.8181818181818182,0.06803800165653229,0.0019046709550460833,0.5451166033744812,0.38538235425949097,0.15973424911499023,-0.23967362092688344,-3.8561111015461145,-0.08701137698962969,-0.5004481833713476,0.8333333333333334
C05788187_0,2,Clinton,en,0.5380107909440994,,0.7055538296699524,0.5714285714285714,0.5,0.17140675442559378,0.02056931257815986,0.7414454817771912,0.38927820324897766,0.3521672785282135,0.46998623135041334,-4.671132171425281,-0.15415067982725872,-0.06490388278436614,0.5714285714285714
C05765091_1,1,Clinton,en,,,,,,,,,,,,,,,
C05760680_3,3,Clinton,en,,,,,,,,,,,,,,,
C05770743_1,3,Clinton,en,0.5734000444412232,,0.7083858847618103,0.3333333333333333,0.25,0.08995708492067125,0.01182242493878519,0.7096707224845886,0.37861013412475586,0.33106058835983276,-0.31411665407496464,-4.241509576339269,-0.11778303565638382,0.45552085669750475,0.3333333333333333
C05779683_0,1,Clinton,en,0.5969372647149223,,0.6655323505401611,0.6666666666666666,0.6,0.10423282782236735,0.005781197119531922,0.7373377084732056,0.5118367075920105,0.22550100088119507,0.6262981989230806,-3.861309194702461,-0.18232155679395445,-0.11789971081184358,0.3333333333333333
C05789969_1,2,Clinton,en,0.5819837749004364,,0.7701417803764343,0.3333333333333333,0.5,0.11005258560180664,0.019084489848164132,0.7122417092323303,0.3839581608772278,0.32828354835510254,-0.3472418514693685,-4.5511401187324125,-0.4054651081081645,0.2728761405632455,0.3333333333333333
C05784992_0,3,Clinton,en,0.5450008809566498,,0.6098511815071106,0.2857142857142857,0.6666666666666666,0.07369481665747506,0.004405883828043189,0.6534062027931213,0.46114975214004517,0.19225645065307617,0.5860752083100937,-4.057254562950206,-0.15415067982725872,0.0065977349466428605,0.2857142857142857
C05793859_1,1,Clinton,en,,,,,,,,,,,,,,,
C05759141_1,3,Clinton,en,0.514290589094162,,0.5898003578186035,0.75,0.6666666666666666,0.09826593101024628,0.004146991813146031,0.5954105854034424,0.447037935256958,0.14837265014648438,0.2652914158679069,-4.767348256545697,-0.2876820724517808,-0.3699631071917683,0.75
C05792998_2,1,Clinton,en,,,,,,,,,,,,,,,
C05760084_1,1,Clinton,en,,,,,,,,,,,,,,,
C05788797_0,3,Clinton,en,0.4811464970310529,,0.512026846408844,0.2727272727272727,0.8,0.040049162777987396,0.0017133758829971678,0.5672115683555603,0.41705143451690674,0.15016013383865356,0.45367584452789134,-3.616208553164527,-0.09531017980432521,0.09201187650427343,0.2727272727272727
C05771323_0,2,Clinton,en,0.4602210488584306,,0.5384499430656433,0.5,0.5714285714285714,0.05583248287439346,0.0021645000412627118,0.5264295935630798,0.3705601096153259,0.1558694839477539,-0.4461342761060125,-3.760301155216852,-0.1335313926245223,-0.04411872148329842,0.5
C05789795_2,3,Clinton,en,,,,,,,,,,,,,,,
C05776954_2,1,Clinton,en,,,,,,,,,,,,,,,
C05767779_0,1,Clinton,en,0.4934644401073456,,0.50434410572052,0.2857142857142857,0.8333333333333334,0.062140864985329766,0.0042312538852262715,0.6029333472251892,0.3794094920158386,0.22352385520935059,-0.09090902956548516,-3.6896404093071555,-0.15415067982725872,0.18464342471039125,0.2857142857142857
C05784022_0,1,Clinton,en,0.49858040043285917,,0.663607656955719,0.6666666666666666,0.8,0.09109221895535786,0.0032382786425355775,0.5865877866744995,0.4320856034755707,0.15450218319892883,0.41155204039211896,-4.453170690307652,-0.18232155679395445,-0.5229442335401422,0.6666666666666666
C05784284_1,3,Clinton,en,,,,,,,,,,,,,,,
C05770474_2,3,Clinton,en,,,,,,,,,,,,,,,
C05789258_0,3,Clinton,en,,,,,,,,,,,,,,,
C05760201_1,3,Clinton,en,,,,,,,,,,,,,,,
C05793646_2,3,Clinton,en,,,,,,,,,,,,,,,
C05794835_2,3,Clinton,en,,,,,,,,,,,,,,,
C05770075_0,2,Clinton,en,,,,,,,,,,,,,,,
C05790009_0,3,Clinton,en,0.5325737936156136,,0.5862114429473877,0.6666666666666666,0.6,0.06120712558428446,0.002288677576163481,0.6028193831443787,0.45387953519821167,0.148939847946167,-0.20070609945941723,-4.0703175543952135,-0.18232155679395445,-0.03008868029819055,0.6666666666666666
C05775182_0,3,Clinton,en,0.5310086190700531,,0.6800274848937988,0.75,0.6666666666666666,0.1312049776315689,0.006721804061057527,0.6727803945541382,0.4393823742866516,0.23339802026748657,0.6306442552840711,-3.792800919229897,-0.2876820724517808,-0.38376795118226026,0.75
C05769418_1,1,Clinton,en,,,,,,,,,,,,,,,
C05796720_0,1,Clinton,en,0.5515102297067642,,0.5509223937988281,0.7142857142857143,0.8333333333333334,0.04687413147517613,0.0008772805887857782,0.5947054624557495,0.503070592880249,0.09163486957550049,-0.025673381108237556,-4.063609838706592,-0.15415067982725872,-0.35637803801315726,0.7142857142857143
C05767369_0,2,Clinton,en,0.5190229288169316,,0.6367364525794983,0.3333333333333333,0.4,0.03870599468549093,0.002120835698197015,0.5665950775146484,0.4520106613636017,0.11458441615104675,-0.49997145014370453,-4.4564869781806555,-0.18232155679395445,0.3281207078947663,0.3333333333333333
C05795876_6,3,Clinton,en,,,,,,,,,,,,,,,
C05767443_2,3,Clinton,en,0.4740946114063263,,0.7129801511764526,0.5714285714285714,0.6153846153846154,0.13326677892889296,0.015342143094448086,0.7337613105773926,0.27296721935272217,0.4607940912246704,0.46101408779173175,-3.6804508526231423,0.024913053640556182,0.17692134479071528,0.2857142857142857
C05791019_1,2,Clinton,en,0.5418482460081577,,0.48825472593307495,0.2857142857142857,0.5,0.0778783815247672,0.008853614818985375,0.6980639696121216,0.41137999296188354,0.28668397665023804,0.23163481637754468,-4.1445059840335645,-0.15415067982725872,0.2695998596493596,0.2857142857142857
C05760842_1,1,Clinton,en,,,,,,,,,,,,,,,
C05770678_1,1,Clinton,en,,,,,,,,,,,,,,,
C05775179_3,2,Clinton,en,,,,,,,,,,,,,,,
C05770753_0,3,Clinton,en,,,,,,,,,,,,,,,
C05774027_1,3,Clinton,en,0.6540350139141082,,0.7984150052070618,0.5555555555555556,0.625,0.09165965848498875,0.00647089428178024,0.8059625029563904,0.5254572629928589,0.2805052399635315,0.19452522850241555,-3.731639952332298,-0.11778303565638382,0.1589654036308854,0.3333333333333333
C05770352_1,2,Clinton,en,0.5157908797264099,,0.5675035715103149,0.875,0.8571428571428571,0.048491477966308594,0.0007170833747742004,0.5544949769973755,0.48049256205558777,0.07400241494178772,0.11589090125675654,-4.405745022092033,0.039755402515464056,-0.5672274606458347,0.875
C05781933_0,1,Clinton,en,0.5373442023992538,,0.6956079006195068,0.7142857142857143,0.6666666666666666,0.11823049187660217,0.007028995612146982,0.6783368587493896,0.3876534402370453,0.29068341851234436,-0.21451704434526633,-3.5180688338781536,-0.15415067982725872,-0.6218214417158482,0.7142857142857143
C05763057_2,3,Clinton,en,,,,,,,,,,,,,,,
C05783571_2,3,Clinton,en,,,,,,,,,,,,,,,
C05761833_1,3,Clinton,en,,,,,,,,,,,,,,,
C05764999_1,3,Clinton,en,,,,,,,,,,,,,,,
C05788390_11,3,Clinton,en,,,,,,,,,,,,,,,
C05790689_0,1,Clinton,en,0.5246956398089727,,0.6999605894088745,0.8181818181818182,0.9,0.12573057954961603,0.007528446537867304,0.7214674949645996,0.4296446740627289,0.2918228209018707,0.9108439838078142,-3.2002848611881918,-0.09531017980432521,-0.45126286384958003,0.8181818181818182
C05785387_0,1,Clinton,en,0.5509764313697815,,0.5491029024124146,0.5,1.0,0.08392393589019775,0.0029389199739691205,0.6345300078392029,0.4844551086425781,0.15007489919662476,0.2816746630480582,-4.280676596628568,-0.2876820724517808,-0.3871844010145813,1.0
C05797133_1,1,Clinton,en,,,,,,,,,,,,,,,
C05787756_0,3,Clinton,en,,,,,,,,,,,,,,,
C05783819_0,1,Clinton,en,,,,,,,,,,,,,,,
C05760139_2,2,Clinton,en,0.5740648433566093,,0.6154149770736694,1.0,1.0,0.11033948262532552,0.0031156135790306183,0.6526035666465759,0.49565955996513367,0.15694400668144226,0.0035015145437885227,-4.046536359263952,-0.4054651081081645,-0.6019776750147657,1.0
C05781934_0,3,Clinton,en,0.5518758935587746,,0.6101623773574829,0.5,0.8,0.12112532556056976,0.010721296881386327,0.693181037902832,0.42539384961128235,0.2677871882915497,-0.07152544624924358,-4.6490026469518035,-0.18232155679395445,-0.19710353102070802,0.5
C05784295_3,3,Clinton,en,,,,,,,,,,,,,,,
C05788807_1,3,Clinton,en,,,,,,,,,,,,,,,
C05776686_1,3,Clinton,en,,,,,,,,,,,,,,,
C05796247_5,3,Clinton,en,,,,,,,,,,,,,,,
C05761178_6,3,Clinton,en,0.5999674320220947,,0.7165381908416748,0.5,0.3333333333333333,0.11238208413124084,0.012897577531800267,0.7121462225914001,0.38711053133010864,0.3250356912612915,-1.0736919516137087,-3.3155733076300637,-0.2876820724517808,0.016394684730697107,0.5
C05789623_3,3,Clinton,en,,,,,,,,,,,,,,,
C05764349_1,3,Clinton,en,,,,,,,,,,,,,,,
C05780692_5,2,Clinton,en,,,,,,,,,,,,,,,
C05784441_1,1,Clinton,en,,,,,,,,,,,,,,,
C05767319_0,3,Clinton,en,0.6198999941349029,,0.685065746307373,0.75,0.6666666666666666,0.16295447945594788,0.009322292307789724,0.7360982298851013,0.4867665469646454,0.24933168292045593,0.030695378402350225,-4.546947859280075,-0.2876820724517808,-0.6605831987575123,0.75
C05794182_4,1,Clinton,en,,,,,,,,,,,,,,,
C05764705_1,3,Clinton,en,0.6332783130082217,,0.6416121125221252,0.5,0.4444444444444444,0.08038496971130371,0.009525552720927854,0.7496269345283508,0.4798290729522705,0.2697978615760803,-0.46366253551642206,-4.221179273705975,-0.10536051565782634,0.227840116012888,0.3
C05776180_1,1,Clinton,en,,,,,,,,,,,,,,,
C05798216_0,3,Clinton,en,0.5572092703410557,,0.6176323890686035,0.5,0.4,0.09351422886053722,0.008650075483828307,0.721809983253479,0.4263581335544586,0.2954518496990204,0.2518438833294705,-3.8081827197503326,-0.18232155679395445,0.05427877170316672,0.5
C05797121_2,2,Clinton,en,,,,,,,,,,,,,,,
C05792346_0,1,Clinton,en,0.5947635844349861,,0.6138128042221069,0.5714285714285714,0.6666666666666666,0.08184124742235456,0.005475418079514183,0.6692928075790405,0.4208328127861023,0.24845999479293823,-1.4153783902020514,-1.9916355179436485,0.043891371761297204,-0.16615089365497387,0.5714285714285714
C05760038_1,3,Clinton,en,,,,,,,,,,,,,,,
C05766571_1,2,Clinton,en,,,,,,,,,,,,,,,
C05789560_0,1,Clinton,en,0.5325295571237803,,0.636141836643219,0.4,0.6428571428571429,0.10281896591186523,0.0074410730004603985,0.712462842464447,0.43397143483161926,0.27849140763282776,0.6657115107555641,-3.7817059253818015,0.11584637666236697,-0.11053657923625922,0.4
C05767774_1,3,Clinton,en,0.5860100165009499,,0.664106011390686,0.5714285714285714,0.5,0.05782010725566319,0.0028585979035770648,0.6685929298400879,0.517528235912323,0.1510646939277649,0.21461434309781602,-4.480111856825418,-0.15415067982725872,0.09748864710070779,0.5714285714285714
C05777530_0,3,Clinton,en,0.6151178280512491,,0.7684836983680725,0.6,0.5,0.07422525882720947,0.004817832822202285,0.7368317246437073,0.5247082114219666,0.21212351322174072,0.4758989732976184,-3.8634446656347627,-0.2231435513142097,-0.0759393348446183,0.6
C05767313_0,2,Clinton,en,0.5144771747291088,,0.6250298619270325,0.5333333333333333,0.5,0.0721010704835256,0.003586628128778177,0.6771272420883179,0.43056508898735046,0.2465621531009674,0.9946256460708485,-1.9472103617716519,-0.06899287148695166,-0.08685865803419428,0.6666666666666666
C05791749_3,1,Clinton,en,,,,,,,,,,,,,,,
C05770408_0,3,Clinton,en,0.47911887083734783,,0.5302284359931946,0.3333333333333333,0.6,0.07309535642464955,0.008016855190533042,0.5585625767707825,0.27329427003860474,0.28526830673217773,-1.5427094494076798,-1.8528980584011938,-0.18232155679395445,0.09648834336347704,0.6666666666666666
C05788510_3,1,Clinton,en,0.45354363818963367,,0.5042152404785156,0.47058823529411764,0.75,0.06386528120321386,0.0032564218680850576,0.570110023021698,0.3669767379760742,0.20313328504562378,0.3466318059034439,-3.8017502534934824,0.020922105308264438,0.13394308374158304,0.35294117647058826
C05767241_2,3,Clinton,en,,,,,,,,,,,,,,,
C05788450_0,3,Clinton,en,0.5921282529830932,,0.6700935363769531,0.7777777777777778,0.75,0.19402551651000977,0.017889005910222584,0.7704795002937317,0.4446103572845459,0.3258691430091858,0.10995187925789883,-4.816443750611905,0.03624967113471511,-0.35603868271966016,0.7777777777777778
C05759784_1,1,Clinton,en,0.4707914079938616,,0.5611435770988464,0.5,0.6,0.06474239627520244,0.0023249790724555693,0.5425549745559692,0.38690969347953796,0.15564528107643127,-0.20221471239252053,-3.766888138671213,-0.18232155679395445,-0.12759268381224334,0.5
C05790249_0,1,Clinton,en,0.4689868204295635,,0.5401591062545776,0.2857142857142857,0.3333333333333333,0.06591784528323583,0.004171160811724958,0.5802580118179321,0.3840298652648926,0.19622814655303955,0.5846674143683727,-3.933358059208316,-0.15415067982725872,0.23866214256242288,0.2857142857142857
C05796657_3,2,Clinton,en,,,,,,,,,,,,,,,
C05797449_1,3,Clinton,en,,,,,,,,,,,,,,,
C05770532_1,2,Clinton,en,,,,,,,,,,,,,,,
C05772647_0,3,Clinton,en,0.5110605614525932,,0.664205014705658,0.5,0.4,0.12046541273593903,0.016500074906423384,0.70998615026474,0.34140560030937195,0.36858054995536804,0.15045672019588083,-4.4096860523735355,-0.18232155679395445,0.3352515459305517,0.16666666666666666
C05758506_1,3,Clinton,en,,,,,,,,,,,,,,,
C05763822_0,3,Clinton,en,0.6639105251857212,,0.8774253726005554,0.5,0.4,0.16802772879600525,0.04223646023845081,0.9709203243255615,0.3251999020576477,0.6457204222679138,-0.0052066006806309835,-3.943098090956851,-0.18232155679395445,0.23278388505042522,0.16666666666666666
C05795062_2,3,Clinton,en,,,,,,,,,,,,,,,
C05797377_1,3,Clinton,en,0.7127424478530884,,0.7252107858657837,0.5,0.3333333333333333,0.08609585464000702,0.006031582126773571,0.801278293132782,0.6195346117019653,0.18174368143081665,-0.21396232415198144,-4.75133462041946,-0.2876820724517808,0.0630440162849447,0.5
C05782458_1,3,Clinton,en,,,,,,,,,,,,,,,
C05785296_0,3,Clinton,en,0.46704816073179245,,0.5423619747161865,0.8571428571428571,0.8333333333333334,0.053413220814296176,0.0013965772028478596,0.5171362161636353,0.4148425757884979,0.10229364037513733,-0.11896238850700155,-4.496190061160461,0.043891371761297204,-0.18966756617952504,0.5714285714285714
C05789979_0,1,Clinton,en,0.5505712959501479,,0.6919958591461182,0.5,0.42857142857142855,0.09071933478116989,0.00879726202328917,0.7184941172599792,0.4222656190395355,0.2962284982204437,0.38218151142389484,-4.046895213997749,-0.1335313926245223,0.20196101390441176,0.5
C05765689_1,3,Clinton,en,,,,,,,,,,,,,,,
C05773031_1,3,Clinton,en,,,,,,,,,,,,,,,
C05792398_1,3,Clinton,en,,,,,,,,,,,,,,,
C05788498_3,3,Clinton,en,0.5416885858232324,,0.7297723889350891,0.6,0.5555555555555556,0.19349618554115294,0.020893226654517316,0.7654147148132324,0.3598020672798157,0.40561264753341675,0.09513968195556655,-4.5135769603069065,0.03326892045416274,-0.15134433489037763,0.6
C05791344_1,3,Clinton,en,,,,,,,,,,,,,,,
C05758700_5,3,Clinton,en,0.5444632977247238,,0.743740439414978,0.3333333333333333,0.75,0.11131482654147679,0.009450256117957075,0.7355909943580627,0.4347130060195923,0.30087798833847046,0.7554381041858869,-3.740491369838841,0.016995582785827912,0.0053324081879512104,0.5555555555555556
C05791003_0,3,Clinton,en,,,,,,,,,,,,,,,
C05770378_3,1,Clinton,en,,,,,,,,,,,,,,,
C05778805_1,3,Clinton,en,,,,,,,,,,,,,,,
C05786233_2,3,Clinton,en,0.5651747137308121,,0.7495759129524231,0.2,0.5,0.10635308027267457,0.021140779619807093,0.7421678900718689,0.35235676169395447,0.38981112837791443,-0.30192928017027665,-4.494368898742556,-0.2231435513142097,0.5815351433960939,0.2
C05792818_4,3,Clinton,en,,,,,,,,,,,,,,,
C05767739_3,1,Clinton,en,0.5659055156367165,,0.5426729321479797,0.5,0.8,0.06570101777712505,0.004978189235008207,0.7240556478500366,0.4860682189464569,0.2379874289035797,1.331015802797058,-2.10590236853451,-0.18232155679395445,0.029281977086976173,0.5
C05762760_0,2,Clinton,en,,,,,,,,,,,,,,,
C05788449_0,1,Clinton,en,0.44658955269389683,,0.48395824432373047,0.625,0.5714285714285714,0.0599590539932251,0.0023231198943035537,0.543875515460968,0.3822551965713501,0.16162031888961792,0.5148954403656603,-3.57511648429246,-0.1335313926245223,-0.08553896822013653,0.625
C05781120_3,3,Clinton,en,,,,,,,,,,,,,,,
C05771336_0,2,Clinton,en,,,,,,,,,,,,,,,
C05793682_0,2,Clinton,en,,,,,,,,,,,,,,,
C05766570_0,2,Clinton,en,,,,,,,,,,,,,,,
C05769679_0,3,Clinton,en,0.6127057870229086,,0.7877730131149292,0.625,0.5714285714285714,0.11101922392845154,0.012842724016785212,0.7531161308288574,0.3490062952041626,0.4041098356246948,-1.040050383155437,-2.288412402257604,-0.1335313926245223,-0.2998770345297356,0.875
C05764412_1,3,Clinton,en,,,,,,,,,,,,,,,
C05789144_2,2,Clinton,en,,,,,,,,,,,,,,,
C05779677_0,1,Clinton,en,0.5384707562625408,,0.665433406829834,0.14285714285714285,0.3333333333333333,0.0586202187197549,0.007166665476319153,0.7231967449188232,0.44611889123916626,0.277077853679657,0.9575363101236766,-2.79956632798655,0.043891371761297204,0.2729870257479528,0.14285714285714285
C05782462_2,2,Clinton,en,,,,,,,,,,,,,,,
C05781812_0,3,Clinton,en,0.4605710357427597,,0.3716888427734375,0.3333333333333333,1.0,0.0527073343594869,0.0032706829465467546,0.5592448711395264,0.42218881845474243,0.13705605268478394,1.1285592404862173,-3.688076711255993,-0.4054651081081645,-0.12675561373739214,0.3333333333333333
C05770727_0,1,Clinton,en,0.4835021264023251,,0.6488626003265381,0.625,0.8571428571428571,0.05723859369754791,0.0026402755996798493,0.5933256149291992,0.42500805854797363,0.16831755638122559,0.9017144304072839,-3.2441524578042027,-0.1335313926245223,-0.1243092586390501,0.625
C05774897_1,1,Clinton,en,,,,,,,,,,,,,,,
C05783112_2,3,Clinton,en,,,,,,,,,,,,,,,
C05783747_0,1,Clinton,en,,,,,,,,,,,,,,,
C05782128_22,3,Clinton,en,0.6297545254230499,,0.8713503479957581,0.25,0.6666666666666666,0.10639002174139023,0.016237774391474457,0.8397941589355469,0.43768420815467834,0.40210995078086853,0.21056378800548817,-3.491325926939884,0.05889151782819191,-0.022855951504146564,0.75
C05769583_1,3,Clinton,en,0.4531605456556593,,0.3954407870769501,0.5,0.6,0.07062545418739319,0.002786797820447494,0.5532229542732239,0.3719194233417511,0.18130353093147278,0.44748498957912247,-3.2900173228057374,-0.18232155679395445,-0.13942628668968637,0.5
C05760166_1,3,Clinton,en,,,,,,,,,,,,,,,
C05775884_1,2,Clinton,en,,,,,,,,,,,,,,,
C05779382_1,3,Clinton,en,,,,,,,,,,,,,,,
C05760232_2,1,Clinton,en,,,,,,,,,,,,,,,
C05774083_1,3,Clinton,en,0.5044854618608952,,0.4783105254173279,0.42857142857142855,0.5,0.07417487672397069,0.006137779309164912,0.6341845393180847,0.407596230506897,0.22658830881118774,0.37253647837729814,-4.1564700844024545,-0.15415067982725872,0.26094679932293235,0.42857142857142855
C05768316_0,3,Clinton,en,0.4816942512989044,,0.7339470386505127,0.6153846153846154,0.5833333333333334,0.09903287429075974,0.007796426372990416,0.7501733899116516,0.3766222894191742,0.3735511004924774,1.7722949952735376,0.3863959142962319,0.026595320104917164,-0.013622564436484928,0.6153846153846154
C05793350_1,3,Clinton,en,,,,,,,,,,,,,,,
C05766391_0,1,Clinton,en,0.4512757162253062,,0.5926231145858765,0.8,0.75,0.18226210474967958,0.014102957682590596,0.6842080950737,0.3456503450870514,0.33855774998664856,0.982320346238375,-3.296684652165405,0.05411532090976845,-0.27320239674943037,0.4
C05795811_2,2,Clinton,en,,,,,,,,,,,,,,,
C05771649_1,3,Clinton,en,,,,,,,,,,,,,,,
C05790190_2,2,Clinton,en,,,,,,,,,,,,,,,
C05770392_1,2,Clinton,en,,,,,,,,,,,,,,,
C05785898_1,3,Clinton,en,,,,,,,,,,,,,,,
C05771447_5,1,Clinton,en,,,,,,,,,,,,,,,
C05796945_2,3,Clinton,en,,,,,,,,,,,,,,,
C05781666_8,3,Clinton,en,,,,,,,,,,,,,,,
C05782213_1,2,Clinton,en,0.4446766197681427,,0.43130338191986084,0.25,0.0,0.015334032475948334,0.000513530052088953,0.4624110758304596,0.40107494592666626,0.061336129903793335,-1.2322439989875582,-3.112173004654304,-0.2876820724517808,0.1408067751272138,0.25
C05790101_2,3,Clinton,en,0.6550792902708054,,0.7772015333175659,0.2857142857142857,0.5,0.10061496496200562,0.009936179677788592,0.8040775656700134,0.4713810682296753,0.33269649744033813,-0.048030226490660306,-3.4615771046572115,-0.15415067982725872,0.3484756487542226,0.2857142857142857
C05770511_1,3,Clinton,en,0.6203843440328326,,0.7674804329872131,0.8333333333333334,0.8,0.08704437812169392,0.006524418829264663,0.7505978941917419,0.4754815697669983,0.27511632442474365,-0.24459433222542473,-3.464296131078158,-0.18232155679395445,-0.19282826682447546,0.5
C05760552_1,3,Clinton,en,,,,,,,,,,,,,,,
C05772358_3,1,Clinton,en,,,,,,,,,,,,,,,
C05767719_2,3,Clinton,en,0.5186204314231873,,0.518568217754364,0.7142857142857143,0.8333333333333334,0.09478340830121722,0.004312013740049636,0.6099649667739868,0.4194257855415344,0.1905391812324524,-0.03670693782062998,-4.539886641442212,-0.15415067982725872,-0.30045159108510416,0.7142857142857143
C05780709_1,3,Clinton,en,,,,,,,,,,,,,,,
C05762714_2,3,Clinton,en,0.4496252596378326,,0.5300220847129822,0.2222222222222222,0.75,0.05001481705241733,0.004397244618905347,0.5515788197517395,0.3822634816169739,0.16931533813476562,0.42722314989964105,-4.594236303028589,0.03624967113471511,0.4492681870455795,0.2222222222222222
C05770453_3,1,Clinton,en,0.47854918241500854,,0.49114447832107544,0.3333333333333333,0.6,0.04789778093496958,0.002008394632355248,0.5799754858016968,0.4300161898136139,0.14995929598808289,1.4208483928087157,-2.0221319469462364,-0.18232155679395445,0.053435801305610896,0.3333333333333333
C05780014_1,1,Clinton,en,,,,,,,,,,,,,,,
C05789052_1,1,Clinton,en,,,,,,,,,,,,,,,
C05769840_1,2,Clinton,en,,,,,,,,,,,,,,,
C05762853_16,1,Clinton,en,,,,,,,,,,,,,,,
C05769437_4,2,Clinton,en,,,,,,,,,,,,,,,
C05767724_1,1,Clinton,en,,,,,,,,,,,,,,,
C05761154_3,3,Clinton,en,,,,,,,,,,,,,,,
C05758911_2,1,Clinton,en,0.6269265860319138,,0.7403659820556641,0.14285714285714285,0.6666666666666666,0.08337174143110003,0.008578867237982513,0.7271013855934143,0.43733859062194824,0.28976279497146606,-0.7757827912621579,-3.353462882755192,0.043891371761297204,0.42269143978896934,0.14285714285714285
C05795082_1,3,Clinton,en,,,,,,,,,,,,,,,
C05759525_2,3,Clinton,en,0.5268910179535548,,0.5826666355133057,0.4,0.5,0.09184149503707886,0.005663938840957,0.6375638842582703,0.4245559871196747,0.21300789713859558,0.05207302421911992,-4.448895280965099,-0.2231435513142097,-0.06953588778656915,0.4
C05771846_3,3,Clinton,en,0.5514410406351089,,0.5747879147529602,0.4444444444444444,0.375,0.08974214726024204,0.010616626685568498,0.6877548098564148,0.40410906076431274,0.28364574909210205,-0.05484320187638869,-4.543330234045459,-0.11778303565638382,0.24132876495283392,0.2222222222222222
C05789258_2,3,Clinton,en,,,,,,,,,,,,,,,
C05790662_23,3,Clinton,en,0.6465089537880637,,0.7404780387878418,0.5,0.5555555555555556,0.05813890099525452,0.0040797837458785785,0.7227110862731934,0.5109039545059204,0.21180713176727295,-0.6376665971783172,-3.4826877671829877,0.143130149320974,0.2628240807327986,0.3
C05759138_5,2,Clinton,en,,,,,,,,,,,,,,,
C05784458_0,3,Clinton,en,0.5500151515007019,,0.6165412068367004,1.0,1.0,0.08871030807495117,0.0021827050531655345,0.6071143746376038,0.5031387209892273,0.10397565364837646,0.08212672536560772,-4.890084390942156,-0.4054651081081645,-0.676048218766301,1.0
C05774496_2,1,Clinton,en,,,,,,,,,,,,,,,
C05739591_2,3,Clinton,en,,,,,,,,,,,,,,,
