Index,coherence,source,lang,BERT_NSP_PPL,Word_PPL
4186,3,CEDCC,zh,3.079269,16.67466152059789
1622,1,CEDCC,zh,1.6804358,10.742745360227511
1691,1,CEDCC,zh,2.1704543,22.99736225960956
2897,2,CEDCC,zh,2.4074233,13.144314560835094
4266,3,CEDCC,zh,1.6775483,8.050830585830742
275,3,CEDCC,zh,2.375592,12.787746116415157
1373,2,CEDCC,zh,1.8114382,6.970308755160104
3167,3,CEDCC,zh,1.8418094,14.708533680944287
1068,3,CEDCC,zh,1.8849254,17.860900215043735
3230,1,CEDCC,zh,1.9670773,9.14792016465563
1403,3,CEDCC,zh,1.6094598,12.156488275137097
2828,2,CEDCC,zh,2.1946719,14.208768386660656
1808,3,CEDCC,zh,2.019616,11.174280405556807
2808,2,CEDCC,zh,1.7933959,15.085521929743111
314,2,CEDCC,zh,1.9086546,10.06628055202302
1791,1,CEDCC,zh,2.0497353,12.489055151322066
2780,2,CEDCC,zh,2.3705258,12.358607285308164
3235,2,CEDCC,zh,1.7269049,9.196417592048466
4275,1,CEDCC,zh,1.5093652,12.589508094802097
2864,3,CEDCC,zh,1.9373698,10.238034791764022
2626,1,CEDCC,zh,2.3267195,24.44919127893377
918,3,CEDCC,zh,1.5933496,7.103503699443085
2369,2,CEDCC,zh,1.7138356,9.852814647704378
2698,3,CEDCC,zh,1.1821555,8.795435354266083
2306,2,CEDCC,zh,2.0496783,8.510227124364837
2581,3,CEDCC,zh,2.7008095,12.093406087366839
683,2,CEDCC,zh,1.8497384,10.764022514834817
1860,1,CEDCC,zh,2.8183525,17.290560446799685
3276,1,CEDCC,zh,2.0691807,9.688349023956278
2612,1,CEDCC,zh,1.7103255,12.399796913641804
4232,3,CEDCC,zh,1.6351117,11.950371355843147
3214,2,CEDCC,zh,2.2834876,9.060534658799066
4466,1,CEDCC,zh,2.5164096,8.913211260922909
1388,3,CEDCC,zh,2.4703095,10.239826701466452
3164,3,CEDCC,zh,1.6750259,8.387827242899734
406,2,CEDCC,zh,2.2968783,11.57902618586205
2933,1,CEDCC,zh,2.5475938,17.193958935289267
1649,2,CEDCC,zh,1.8736596,11.477840857226319
1886,2,CEDCC,zh,2.7270112,6.240932211612433
2111,1,CEDCC,zh,2.29648,19.370698097422
2226,1,CEDCC,zh,1.9672599,14.170817037589142
2016,2,CEDCC,zh,1.7739402,17.16884742449322
3337,1,CEDCC,zh,2.0580442,11.602494631419464
2401,2,CEDCC,zh,1.8649904,11.204197369550677
3257,1,CEDCC,zh,2.5863981,7.411921064421345
3163,2,CEDCC,zh,1.8024261,17.283035630911616
657,2,CEDCC,zh,2.3188531,9.239097866242995
1478,2,CEDCC,zh,1.5768224,13.85051974584015
2849,2,CEDCC,zh,1.7755237,8.564562858391987
3347,2,CEDCC,zh,1.4515785,7.640500691317809
3056,3,CEDCC,zh,1.9642527,18.545324519185467
2906,1,CEDCC,zh,1.7215134,13.277261819669162
331,1,CEDCC,zh,2.866016,15.982291380356369
207,3,CEDCC,zh,2.2383418,14.17849806894506
3187,3,CEDCC,zh,1.9343927,13.135630728975224
2915,1,CEDCC,zh,1.5757654,10.59687293022902
2824,1,CEDCC,zh,1.610044,11.001334609280804
1665,1,CEDCC,zh,2.064248,16.469732132871826
1947,2,CEDCC,zh,1.9170479,9.181863431441775
1944,1,CEDCC,zh,1.727925,13.13961472051682
2677,1,CEDCC,zh,1.8225355,9.857133760649722
3984,2,CEDCC,zh,1.6783656,7.758813550791008
2869,3,CEDCC,zh,2.998521,10.738002706585387
3110,3,CEDCC,zh,1.9410204,14.818600535572948
3067,3,CEDCC,zh,2.0253353,15.050080462980523
3210,3,CEDCC,zh,2.115532,9.532265011975179
2910,3,CEDCC,zh,1.8419726,13.161547195206293
2853,1,CEDCC,zh,1.8790824,14.144850922928535
3046,3,CEDCC,zh,2.7900772,13.29398548240009
2166,1,CEDCC,zh,1.9085886,15.452075506827363
2792,2,CEDCC,zh,2.0134666,15.795427300251065
4252,3,CEDCC,zh,1.7674947,10.01547808221196
2248,1,CEDCC,zh,2.888058,17.732089375270768
2135,3,CEDCC,zh,2.2082374,11.954033396999904
662,3,CEDCC,zh,1.8403252,17.06358944713752
4246,3,CEDCC,zh,1.8133591,11.86123420248379
2909,1,CEDCC,zh,2.0746882,17.30491638450417
3117,2,CEDCC,zh,1.9722804,20.963666312910085
3159,3,CEDCC,zh,3.0479798,10.709973017577076
727,2,CEDCC,zh,1.7030674,9.359157586141745
3633,1,CEDCC,zh,1.3222328,15.843454708747013
3256,3,CEDCC,zh,2.2436807,6.296264694585002
2141,3,CEDCC,zh,1.2973616,12.004650189858621
2072,1,CEDCC,zh,2.422778,24.331059994041393
2877,3,CEDCC,zh,1.674004,10.867855491161265
1863,1,CEDCC,zh,1.8403288,11.757975252459149
2904,1,CEDCC,zh,2.2597692,11.287266449218095
3120,3,CEDCC,zh,2.3767018,12.978628183767803
2823,3,CEDCC,zh,1.8492833,9.150482986707509
2503,2,CEDCC,zh,1.9163922,12.120276370205188
2139,3,CEDCC,zh,2.053746,10.899134875902355
3290,3,CEDCC,zh,1.8737363,12.099735140214214
3157,1,CEDCC,zh,1.8892758,9.034603531827726
2169,2,CEDCC,zh,1.7479507,12.245729293330847
3011,1,CEDCC,zh,2.7107441,7.910735609261268
3051,2,CEDCC,zh,2.0591753,11.076549645255646
848,2,CEDCC,zh,2.2969625,7.671485962039145
2022,2,CEDCC,zh,1.8576847,8.33223851429477
2345,1,CEDCC,zh,1.8170794,12.602434828036689
2455,1,CEDCC,zh,1.6716123,11.053984275108665
2374,1,CEDCC,zh,1.567674,10.913469093571779
3273,1,CEDCC,zh,1.2860376,14.321209675225202
44,1,CEDCC,zh,1.5159434,12.445691057415775
2758,1,CEDCC,zh,1.7999547,12.486979009484712
748,2,CEDCC,zh,2.0902104,10.632870934104197
2950,2,CEDCC,zh,2.0512888,9.197552946974488
1819,2,CEDCC,zh,2.1948752,12.260776786862781
2296,3,CEDCC,zh,1.705007,9.203204447959331
1676,1,CEDCC,zh,2.1989746,13.061156847116408
2684,2,CEDCC,zh,1.7281144,10.955150995784441
1602,2,CEDCC,zh,1.8897909,9.457515770652844
1976,1,CEDCC,zh,3.0878205,9.821377462413128
3601,2,CEDCC,zh,1.6614171,21.283866106656262
3008,3,CEDCC,zh,1.8881717,12.0160231974331
3239,3,CEDCC,zh,1.7277694,9.054631088166271
1523,1,CEDCC,zh,1.9846506,10.383151859196898
2714,1,CEDCC,zh,2.954602,19.139301102950974
2462,3,CEDCC,zh,1.6360818,12.042231971690226
3030,2,CEDCC,zh,1.5133975,13.275070005577211
1065,3,CEDCC,zh,1.4213988,12.241346702381717
2855,3,CEDCC,zh,1.9185863,8.670334630109904
2546,3,CEDCC,zh,2.3030663,13.515852358586892
868,1,CEDCC,zh,1.8352772,14.927307698635314
261,3,CEDCC,zh,1.3445522,7.862617542591475
2697,1,CEDCC,zh,2.0139534,16.67408835719274
2636,2,CEDCC,zh,1.7657608,14.442104595904315
3319,1,CEDCC,zh,1.9539402,9.312228525441109
2066,1,CEDCC,zh,2.209664,8.320651040639138
2850,2,CEDCC,zh,2.3220117,11.245307683781206
2844,3,CEDCC,zh,3.201154,12.297140211365283
2820,1,CEDCC,zh,1.8489065,10.908791685430618
1634,3,CEDCC,zh,3.3584251,12.263275353097399
836,1,CEDCC,zh,1.9459064,18.523332413946463
1866,2,CEDCC,zh,2.2584186,14.460374321781472
3037,3,CEDCC,zh,2.1626284,12.909383038768631
2832,1,CEDCC,zh,1.9276391,11.554923478125843
2821,2,CEDCC,zh,1.8253983,11.048810240688356
102,1,CEDCC,zh,1.753857,11.453909024980668
61,2,CEDCC,zh,2.5996282,11.878052678338555
1564,2,CEDCC,zh,1.3791511,7.376882933103971
1295,2,CEDCC,zh,1.5692898,15.172065140623255
1097,3,CEDCC,zh,1.9043688,15.052848930826714
193,3,CEDCC,zh,2.6304197,13.950557405619747
1077,1,CEDCC,zh,2.2752655,18.979383896576763
791,1,CEDCC,zh,2.4103901,13.17416862768757
1756,1,CEDCC,zh,1.7997769,12.804691144280335
993,1,CEDCC,zh,1.9411153,10.400173906850563
134,1,CEDCC,zh,1.5043753,12.812885159301025
253,2,CEDCC,zh,1.7872397,11.475815233931579
199,1,CEDCC,zh,2.6746516,10.845677637584762
1370,2,CEDCC,zh,1.7219875,9.198056074091358
373,3,CEDCC,zh,1.7738206,11.681968390557103
1558,1,CEDCC,zh,2.1687493,13.806737858236065
655,1,CEDCC,zh,2.2655752,18.95943359421996
708,2,CEDCC,zh,2.192164,13.362135490378444
1094,2,CEDCC,zh,2.274815,9.325865736206081
208,3,CEDCC,zh,1.8884488,10.878113766255835
1436,3,CEDCC,zh,2.2136388,7.217978895258827
1682,2,CEDCC,zh,2.770171,18.91653827660001
1203,1,CEDCC,zh,2.4561913,12.073870106327002
1412,1,CEDCC,zh,2.243394,19.33282672899436
608,2,CEDCC,zh,1.846264,17.81030940746283
1037,3,CEDCC,zh,2.2183437,10.224065612349479
1392,2,CEDCC,zh,2.296163,13.310732409503023
1119,3,CEDCC,zh,1.5679667,14.210369901032292
1435,3,CEDCC,zh,1.8529279,11.67335937027944
494,1,CEDCC,zh,2.2140863,15.450522997782178
89,1,CEDCC,zh,1.6700451,10.31706711968875
1739,2,CEDCC,zh,1.8265234,11.571452957877266
1113,1,CEDCC,zh,2.4432094,14.543912800444135
1159,3,CEDCC,zh,2.029866,12.264801491899886
1731,1,CEDCC,zh,2.0239162,12.511564001078094
624,2,CEDCC,zh,2.9687188,14.434256904920277
977,2,CEDCC,zh,2.061627,10.41538885845656
1132,2,CEDCC,zh,2.0784438,14.275241608363677
278,1,CEDCC,zh,1.855688,16.913808254305717
1250,2,CEDCC,zh,1.9356899,11.282715975586544
1354,3,CEDCC,zh,2.9239082,13.315211794055019
1374,3,CEDCC,zh,2.1136806,8.59673510561675
1546,2,CEDCC,zh,1.439393,9.766870681036211
554,2,CEDCC,zh,1.4700918,10.506930094938202
1309,1,CEDCC,zh,1.9200922,14.239672801682005
964,1,CEDCC,zh,2.2212598,12.993262073032003
80,1,CEDCC,zh,1.8390573,10.734684804481937
92,1,CEDCC,zh,1.968408,14.923583182991706
1566,3,CEDCC,zh,3.4084299,9.395589365183495
1211,3,CEDCC,zh,1.6476021,9.503622025510964
1746,1,CEDCC,zh,2.0806394,15.015833934048045
1090,2,CEDCC,zh,2.7199008,13.250580992259568
1385,2,CEDCC,zh,1.8390573,10.734684804481937
830,2,CEDCC,zh,1.8876787,8.396592384335976
95,2,CEDCC,zh,1.5571171,9.759819763744886
685,1,CEDCC,zh,1.9649825,19.45147188849299
1710,1,CEDCC,zh,1.8848169,19.469539526550637
1528,3,CEDCC,zh,2.5706158,9.201048044735321
45,1,CEDCC,zh,1.7766114,14.336895353793103
1628,2,CEDCC,zh,2.065217,10.104113945829894
1503,1,CEDCC,zh,2.5239236,14.89845591841886
1754,1,CEDCC,zh,3.7041714,13.89057882394
1473,3,CEDCC,zh,2.321344,18.61917311111477
642,3,CEDCC,zh,2.5406747,11.222465282307866
622,1,CEDCC,zh,1.4619076,12.0641109630239
1372,2,CEDCC,zh,1.8386955,8.995946276384839
1448,2,CEDCC,zh,2.3040977,11.464485547527188
58,3,CEDCC,zh,1.5714883,9.472996856137875
719,1,CEDCC,zh,2.152135,15.275113458100273
992,3,CEDCC,zh,1.9505535,9.810147355821993
859,1,CEDCC,zh,2.5859425,15.47872481777316
833,3,CEDCC,zh,1.7685714,16.208649845878742
770,2,CEDCC,zh,2.4369206,16.79561881975358
1129,1,CEDCC,zh,2.6917086,15.079871310202009
712,2,CEDCC,zh,2.104837,9.690951142112798
1038,1,CEDCC,zh,2.171376,7.364176263962534
1513,3,CEDCC,zh,2.0518954,9.69518808449043
532,3,CEDCC,zh,1.7492974,7.961576606601506
766,1,CEDCC,zh,1.7660106,11.306921676403299
1759,2,CEDCC,zh,2.5659492,9.632779912150912
1163,1,CEDCC,zh,2.005761,14.245764280155793
587,3,CEDCC,zh,2.1853456,10.57982267296473
697,2,CEDCC,zh,1.8462406,14.939876778788165
138,1,CEDCC,zh,1.6884229,14.533614982996701
1069,1,CEDCC,zh,2.4998229,10.750104877062034
720,1,CEDCC,zh,2.0077224,11.839640962494718
677,1,CEDCC,zh,1.7270138,12.221854499506112
86,1,CEDCC,zh,3.2322402,14.749019464104482
983,1,CEDCC,zh,1.7619367,12.355740126068918
1264,3,CEDCC,zh,2.4285738,8.911116915437894
1554,3,CEDCC,zh,2.207404,15.391078424400373
1588,3,CEDCC,zh,1.9973642,7.8808128463610645
1533,1,CEDCC,zh,1.7145458,11.321904465483707
1735,1,CEDCC,zh,1.7739218,11.877008431077675
60,3,CEDCC,zh,1.9489477,14.039108617569607
131,3,CEDCC,zh,1.5982507,13.79019183804379
2680,3,CEDCC,zh,2.229219,16.864924567117708
2798,2,CEDCC,zh,1.6104441,10.914536847875231
2774,3,CEDCC,zh,1.9247729,11.343792539499466
2596,1,CEDCC,zh,2.0745707,19.309849700505957
2260,3,CEDCC,zh,2.0660753,8.328432037683884
2668,1,CEDCC,zh,1.4715556,16.433903620096817
2857,2,CEDCC,zh,1.7089344,13.74791832784347
2770,1,CEDCC,zh,2.6663964,16.396180327869494
2172,2,CEDCC,zh,2.3352556,12.528894634620073
2645,3,CEDCC,zh,2.2245662,15.074793292170225
2809,3,CEDCC,zh,2.3567538,8.388599372527162
2748,2,CEDCC,zh,2.104261,9.458242566220964
2476,2,CEDCC,zh,1.7529452,10.88941463162809
1834,2,CEDCC,zh,1.9620496,10.032061498494652
2721,1,CEDCC,zh,1.9919169,14.14359103082464
2825,1,CEDCC,zh,2.898155,11.306381671862047
2730,3,CEDCC,zh,2.1198146,13.298810866618311
2846,3,CEDCC,zh,2.5403483,12.304460395962241
2411,1,CEDCC,zh,1.9483172,18.181299226106205
2049,1,CEDCC,zh,2.2215831,13.079294150620074
1937,3,CEDCC,zh,1.9693927,10.847206617886304
2863,2,CEDCC,zh,1.9986023,11.46343598090297
1761,3,CEDCC,zh,1.676063,16.97291716518296
2122,3,CEDCC,zh,1.605856,10.272703459650346
2286,2,CEDCC,zh,1.7157564,14.78082291440268
2860,1,CEDCC,zh,3.2168162,10.747500765290251
2642,3,CEDCC,zh,1.6087693,8.983787653852175
2811,3,CEDCC,zh,1.729486,8.275097946404777
2699,2,CEDCC,zh,1.7673603,13.587618522398655
1938,3,CEDCC,zh,2.306619,12.828517209161012
1949,3,CEDCC,zh,1.8189538,10.871444517096627
2027,2,CEDCC,zh,2.614935,15.535295818698962
2092,1,CEDCC,zh,1.7490727,14.844373205742176
2805,3,CEDCC,zh,2.1462932,15.959891057515074
2580,3,CEDCC,zh,1.4639714,11.020102187473013
2759,1,CEDCC,zh,2.1184843,12.948046717927376
2292,2,CEDCC,zh,1.8188809,11.734518102420655
2641,3,CEDCC,zh,2.290613,14.570741513255431
2372,2,CEDCC,zh,2.5516922,14.242026232589522
1960,3,CEDCC,zh,2.222182,9.228869086559353
1894,1,CEDCC,zh,1.9358978,11.494905928177129
2268,3,CEDCC,zh,1.671982,13.650585725361175
2861,2,CEDCC,zh,1.9565216,10.861953600424991
2114,2,CEDCC,zh,1.9087857,13.037385625440498
2843,1,CEDCC,zh,2.5698397,10.526560670135172
2048,1,CEDCC,zh,2.3348892,14.038990293407855
1802,3,CEDCC,zh,1.8039575,10.33274958893397
2047,2,CEDCC,zh,2.730843,10.413951723488145
2845,2,CEDCC,zh,2.6631489,13.999349934106723
2110,3,CEDCC,zh,3.242663,12.242333963626551
2077,2,CEDCC,zh,1.7452564,9.455223213869255
2279,2,CEDCC,zh,1.8733344,10.792600307599708
2394,3,CEDCC,zh,2.1884906,13.186340172880035
1948,2,CEDCC,zh,2.1322167,10.750811968554983
2622,3,CEDCC,zh,2.0486495,12.736576071834296
2157,1,CEDCC,zh,2.448778,13.897660090533623
2264,3,CEDCC,zh,1.8949862,11.331576301797295
2705,3,CEDCC,zh,2.45678,15.282046903175678
2390,3,CEDCC,zh,1.6659747,10.264010036184356
2601,3,CEDCC,zh,2.0074534,13.8779590599344
2803,2,CEDCC,zh,2.0159144,13.178987546456723
1881,3,CEDCC,zh,1.8817945,13.268237993133999
2482,3,CEDCC,zh,1.9415613,10.595079822042283
2735,1,CEDCC,zh,2.4579654,12.640467467716528
2262,1,CEDCC,zh,1.9313828,8.254004653013098
1936,3,CEDCC,zh,1.8396828,8.698475566746923
2512,3,CEDCC,zh,2.0922332,10.727087656412715
2733,1,CEDCC,zh,3.1687717,12.723616879781078
2856,2,CEDCC,zh,2.1105938,11.544629824891462
2653,3,CEDCC,zh,2.0547268,17.491128689107597
2847,1,CEDCC,zh,3.1568923,10.277242302983002
2548,3,CEDCC,zh,1.2973616,12.004650189858621
2010,2,CEDCC,zh,1.8004947,13.52395835623253
2671,2,CEDCC,zh,1.6250266,19.00268369006298
2815,2,CEDCC,zh,1.8883749,14.830026652662044
2738,3,CEDCC,zh,2.212161,10.666625341598559
1879,2,CEDCC,zh,1.61128,12.26971763876185
2694,2,CEDCC,zh,1.5941138,10.876495949363605
2105,3,CEDCC,zh,2.2485228,14.070553176676466
1895,3,CEDCC,zh,2.31601,11.971954848159218
2506,2,CEDCC,zh,1.6532502,10.857431047977949
2782,1,CEDCC,zh,2.0932057,9.069836391919408
2148,2,CEDCC,zh,2.2715669,12.182051146351387
2810,2,CEDCC,zh,2.1911075,11.886076029534582
1878,3,CEDCC,zh,1.4554633,9.745979616712528
1783,2,CEDCC,zh,3.4022498,11.096697971446625
2768,3,CEDCC,zh,1.2252811,9.155312719240715
2071,2,CEDCC,zh,2.0661354,13.282252343600236
2632,3,CEDCC,zh,1.9854435,7.098250007400703
1911,1,CEDCC,zh,2.239518,13.1705964054585
2865,3,CEDCC,zh,2.3238876,8.602405525102693
1965,1,CEDCC,zh,1.8470286,12.519185614122433
1850,2,CEDCC,zh,2.0308473,20.720306547381455
2132,1,CEDCC,zh,2.3556402,11.873756542409987
2854,3,CEDCC,zh,1.844296,9.647922860895841
3118,3,CEDCC,zh,1.3497787,11.728874342092315
468,2,CEDCC,zh,1.8646348,17.09756371598951
3141,3,CEDCC,zh,1.9027237,10.72330882009636
4288,2,CEDCC,zh,1.3763981,7.146441080909571
3356,2,CEDCC,zh,3.004742,14.691113312016535
3124,3,CEDCC,zh,1.6808039,13.82282629386839
3169,3,CEDCC,zh,2.315675,19.32353172713084
2872,2,CEDCC,zh,1.6505547,8.11573050315339
3325,3,CEDCC,zh,1.7650707,8.628195446885229
3114,3,CEDCC,zh,1.8914399,9.413123349082046
2881,3,CEDCC,zh,1.7650472,8.141778059709077
3226,1,CEDCC,zh,2.1209931,13.389614031013203
4245,3,CEDCC,zh,2.074124,9.588532959568731
3211,3,CEDCC,zh,3.0439613,9.561757516315897
2893,1,CEDCC,zh,3.0393088,18.9877414178358
3006,3,CEDCC,zh,3.3009088,14.481136669923403
3224,3,CEDCC,zh,2.161821,8.821981841094328
3188,3,CEDCC,zh,1.610149,8.090560441503758
3197,2,CEDCC,zh,2.956469,10.195508740018944
3201,3,CEDCC,zh,1.8279967,17.676265584852192
3223,3,CEDCC,zh,1.6824795,8.289550362611863
4268,3,CEDCC,zh,1.9581624,11.608720241803452
4403,3,CEDCC,zh,1.7232057,8.699535070843234
2912,3,CEDCC,zh,1.4771849,9.727811147320239
3265,2,CEDCC,zh,1.8569962,12.392131252191437
3205,3,CEDCC,zh,2.0157456,11.942022386017339
3132,3,CEDCC,zh,3.386609,11.678555672583487
4229,2,CEDCC,zh,1.7936327,17.016561797960637
3281,2,CEDCC,zh,2.6815884,11.678092484560434
2946,2,CEDCC,zh,1.689456,12.057332277754194
3310,1,CEDCC,zh,2.0852969,13.048848545252595
3262,3,CEDCC,zh,1.5604637,7.790670011213716
3202,1,CEDCC,zh,1.5985398,8.647179189907105
3180,3,CEDCC,zh,1.740399,11.905754774706939
3000,3,CEDCC,zh,2.0755277,15.49739156682959
3075,1,CEDCC,zh,1.8298252,17.132981625446234
2896,1,CEDCC,zh,1.5924903,13.399278411768487
3174,1,CEDCC,zh,1.6463392,12.996711023276058
3162,3,CEDCC,zh,1.9231695,19.560330178086804
3229,2,CEDCC,zh,2.119347,15.534856808047108
2898,2,CEDCC,zh,1.8790952,11.474163515546966
3747,2,CEDCC,zh,2.0099323,14.93896576343439
3196,1,CEDCC,zh,1.7902175,8.88728611813913
3297,3,CEDCC,zh,1.933502,9.903138974013034
2908,2,CEDCC,zh,1.767633,13.563258978531449
4261,3,CEDCC,zh,1.6878546,7.015641405614916
3328,3,CEDCC,zh,1.9540827,12.310153268697825
2880,1,CEDCC,zh,2.3060777,15.135987610286218
4434,1,CEDCC,zh,2.1903837,17.862730348832972
3144,2,CEDCC,zh,2.055808,12.24863367447739
3352,2,CEDCC,zh,1.9966328,22.581633438948078
3213,3,CEDCC,zh,2.296751,12.490902506036257
2981,3,CEDCC,zh,1.6262312,15.758857083349316
2870,3,CEDCC,zh,2.9004781,11.434234483486508
3039,2,CEDCC,zh,2.1080081,11.963434609979952
3218,2,CEDCC,zh,1.7631333,11.17112492246485
4209,3,CEDCC,zh,3.2130353,14.63560147083292
3207,3,CEDCC,zh,2.1896768,9.456895303363256
3244,3,CEDCC,zh,2.2256563,12.521970676955942
3027,3,CEDCC,zh,1.8092132,16.271472602033025
3248,3,CEDCC,zh,2.7115645,11.651865528953424
3215,3,CEDCC,zh,1.6427699,7.245793248535358
4418,3,CEDCC,zh,1.722659,14.342824576537543
4195,3,CEDCC,zh,2.361803,12.60491344651215
3198,3,CEDCC,zh,2.8667486,8.185182227433994
3084,2,CEDCC,zh,1.2936405,13.672347523141049
2936,3,CEDCC,zh,2.3789678,11.954867092804536
3355,3,CEDCC,zh,1.6554698,14.254699079299378
3264,3,CEDCC,zh,2.2363398,9.460279454361784
2966,2,CEDCC,zh,1.9710819,14.576661453166363
3263,1,CEDCC,zh,1.7986436,17.189379112932457
3168,2,CEDCC,zh,2.2799385,11.436702583161779
3096,2,CEDCC,zh,1.5956002,10.985272776676831
2889,3,CEDCC,zh,2.130659,10.02995785652729
4286,3,CEDCC,zh,1.5920691,11.717823465437405
3509,3,CEDCC,zh,1.6614171,21.283866106656262
3240,3,CEDCC,zh,1.7286563,7.456905067063054
3052,3,CEDCC,zh,1.8582869,12.943320799063981
4197,3,CEDCC,zh,2.550952,15.6440037288197
3019,3,CEDCC,zh,2.0649028,11.573822526115515
2971,3,CEDCC,zh,1.5754467,8.965296054140142
3176,2,CEDCC,zh,2.3701575,14.012978574697549
2873,3,CEDCC,zh,2.0054955,13.259095401348818
2868,3,CEDCC,zh,1.9611131,12.671256382598598
2874,1,CEDCC,zh,1.8380343,11.719345635792813
3894,1,CEDCC,zh,1.5842106,10.77522444280769
3024,2,CEDCC,zh,1.4097219,11.501286684786624
2621,1,CEDCC,zh,2.9563437,22.695043724889533
429,3,CEDCC,zh,1.8612536,15.662994043177227
3036,3,CEDCC,zh,2.4846532,10.179361651888842
2970,3,CEDCC,zh,1.8081506,8.85735448132862
2882,2,CEDCC,zh,1.9648968,9.443114865376131
246,3,CEDCC,zh,2.2206106,11.157047821527938
1857,3,CEDCC,zh,1.862763,12.045623561222222
3107,3,CEDCC,zh,2.3214262,9.953452215128932
1950,3,CEDCC,zh,2.0723164,10.971529596692363
2886,3,CEDCC,zh,1.9022838,14.33960609307913
1559,1,CEDCC,zh,2.3028686,11.53990121879446
2507,1,CEDCC,zh,1.7275434,25.34341321893607
2650,1,CEDCC,zh,2.062382,9.67027360667607
2679,3,CEDCC,zh,1.9403862,15.928372227752757
4251,3,CEDCC,zh,2.226236,10.736623967137717
