Index,coherence,source,lang,FT_CC,FT_Cluster,BERT_CC,BERT_Cluster,Sent_CC,Sent_Cluster
C05789969_1,2,Clinton,en,0.4882182646478253,0.3337915645607954,0.3474073294220392,0.4416976410691338,1.0,1.0
C05784992_0,3,Clinton,en,0.4768122945320753,0.39580198712851766,0.30700560058350795,0.48718736028467674,0.7403724747474747,0.8011904761904762
C05793859_1,1,Clinton,en,0.4807989045914285,0.439436500318853,0.3334120061753364,0.46621913198641723,0.6964603297936631,0.756084656084656
C05759141_1,3,Clinton,en,0.5224150371535965,0.3849485391152058,0.34219197113289634,0.4123295320192724,0.9199999999999999,0.9
C05792998_2,1,Clinton,en,0.47981137893658254,0.44818653568653566,0.3840191124887158,0.4694167581255527,0.814484126984127,0.8388888888888889
C05760084_1,1,Clinton,en,0.4993675041237882,0.37766134312045363,0.344429966052976,0.42536932698727853,0.7254103535353535,0.4666666666666667
C05788797_0,3,Clinton,en,0.42314521001352,0.36016830466028316,0.342375849162193,0.4639087901646699,0.6491231141579439,0.5898148148148148
C05771323_0,2,Clinton,en,0.4642957206953272,0.39333009198756114,0.3383696257521531,0.42459722182202486,0.716325649658983,0.5656084656084656
C05789795_2,3,Clinton,en,0.43582450741784984,0.44014735059864835,0.35896999907598787,0.439199106192705,0.7452690166975883,0.7857142857142857
C05776954_2,1,Clinton,en,0.4214954340486619,0.3620060840575545,0.3653260307537488,0.42924461319277835,0.7195545195545195,0.7071428571428572
C05767779_0,1,Clinton,en,0.4912090920338878,0.3437430564151464,0.36731628899221935,0.448365998228226,0.7121527777777777,0.6541666666666667
C05784022_0,1,Clinton,en,0.48293848852058946,0.3930674774382025,0.377139796367483,0.4612436865591201,0.7710884353741496,0.8
C05784284_1,3,Clinton,en,0.5082852268021648,0.49406341140308396,0.33396207560094626,0.44630808433820185,1.0,1.0
C05770474_2,3,Clinton,en,0.4222723675211717,0.35259620001259895,0.34940508016064326,0.4578390341656543,0.6240044953681088,0.5523809523809524
C05789258_0,3,Clinton,en,0.41151712573021665,0.4426790541019005,0.35976716299438793,0.43015418090315577,0.6464329720622626,0.5835775335775335
C05760201_1,3,Clinton,en,0.4660446514769806,0.3612552652026336,0.3447233804778563,0.4262198182519461,0.8015873015873015,0.7111111111111111
C05793646_2,3,Clinton,en,0.429562332704145,0.3019799177376162,0.3412786288562183,0.4456149844186639,0.6054331414834847,0.5442857142857143
C05794835_2,3,Clinton,en,0.4431995038255319,0.4170306344219386,0.3208105237073696,0.5008311317387867,0.7452690166975883,0.7857142857142857
C05770075_0,2,Clinton,en,0.5124862411529268,0.4239606689606691,0.33829620007681005,0.48912117496051133,0.7149402680652681,0.6958333333333334
C05790009_0,3,Clinton,en,0.46742971766436175,0.36307615976579877,0.3239419792892782,0.4387806112166769,0.7676870748299319,0.7952380952380953
C05775182_0,3,Clinton,en,0.4922084423968057,0.34413780663780674,0.40373254112332924,0.5039794383548207,0.9199999999999999,0.9
C05769418_1,1,Clinton,en,0.46650199755885585,0.3084286228015417,0.3126391091010316,0.48524925117002965,0.6588846935033256,0.6166666666666667
C05796720_0,1,Clinton,en,0.4689875968654601,0.5000525220037415,0.3368802931603467,0.5055952709760262,0.7338068181818183,0.7208333333333333
C05767369_0,2,Clinton,en,0.5173704449550869,0.49242996061177885,0.410901828556534,0.4330397983658237,0.7625850340136054,0.7095238095238094
C05795876_6,3,Clinton,en,0.4395033571056357,0.4242376325930798,0.3352848568876088,0.4734870437772726,0.6464112691860371,0.49107142857142855
C05767443_2,3,Clinton,en,0.4285846013371999,0.31906017875393244,0.2905887057060838,0.3961951698544208,0.6278010891723819,0.6247186147186147
C05791019_1,2,Clinton,en,0.4938732620092681,0.34574062301335035,0.3298591059006559,0.47654334081201855,0.733080808080808,0.8053571428571428
C05760842_1,1,Clinton,en,0.42973660781135115,0.31873924643098933,0.2718212040085362,0.4146023238607746,0.618574571913983,0.6277922077922078
C05770678_1,1,Clinton,en,0.4571061833779874,0.3554456998581007,0.32969611550683176,0.4899952221651398,0.5978275733927908,0.645079365079365
C05775179_3,2,Clinton,en,0.498654010599088,0.3913068269879416,0.3265254086604647,0.4252883105000323,0.7619047619047619,0.6238095238095237
C05770753_0,3,Clinton,en,0.44835475853119555,0.41421464726786833,0.33980954348677017,0.44981998426578623,0.7139204545454545,0.7000000000000001
C05774027_1,3,Clinton,en,0.4120064767818256,0.45893266215225476,0.3235325256236858,0.5052201398893034,0.7075137362637363,0.7366666666666666
C05770352_1,2,Clinton,en,0.48860249224083985,0.4650400758594036,0.3228984863811442,0.43705786192276697,0.7205905205905205,0.6738095238095237
C05781933_0,1,Clinton,en,0.48433608532159395,0.34794122544122563,0.4037152749334453,0.4744708071028216,0.7313131313131314,0.6345238095238096
C05763057_2,3,Clinton,en,0.46373691155998115,0.34136720153669287,0.32901031527676905,0.45246424373232735,0.716325649658983,0.6380952380952382
C05783571_2,3,Clinton,en,0.42605857947383063,0.3568681843767238,0.28217433224661265,0.4018051949422424,0.5878090364554491,0.539458072791406
C05761833_1,3,Clinton,en,0.45685742436455523,0.35525950483018015,0.3556432054421132,0.43170509664156637,0.6366489651416122,0.5428571428571429
C05764999_1,3,Clinton,en,0.4895793041090282,0.3692294529278259,0.32595900902224023,0.45064461315834015,0.7710884353741496,0.8
C05788390_11,3,Clinton,en,0.44678999604956027,0.45083317066075657,0.33939801526673313,0.4346608068559777,0.6504916651975475,0.5593073593073593
C05790689_0,1,Clinton,en,0.4663931780596037,0.29903789714846113,0.36052579965966025,0.42320162787171917,0.6504258895416016,0.5343253968253969
C05785387_0,1,Clinton,en,0.48196327312068155,0.4196628822486945,0.3990382570161082,0.4973929011628243,0.9199999999999999,0.9
C05797133_1,1,Clinton,en,0.4293994987535544,0.387117789853417,0.35249490861344396,0.43753682043245434,0.6583296476485332,0.5067460317460318
C05787756_0,3,Clinton,en,0.42524612546809215,0.3402701587908213,0.33943377789592316,0.46933049234819785,0.7002183002183002,0.5851851851851851
C05783819_0,1,Clinton,en,0.4634742349881296,0.35444153639844767,0.3380620312202776,0.40210268151923995,0.7676870748299319,0.7952380952380953
C05760139_2,2,Clinton,en,0.460869360161101,0.3511248872584905,0.34337680633867945,0.45931018436260307,1.0,1.0
C05781934_0,3,Clinton,en,0.45803133120106404,0.39368734915349773,0.31235170047964356,0.48185902085533316,0.7653061224489796,0.7095238095238096
C05784295_3,3,Clinton,en,0.500145161440152,0.3942673339732164,0.3459040682507806,0.429982738087122,0.9199999999999999,0.9
C05788807_1,3,Clinton,en,0.4850817622987431,0.39634271944890476,0.35861078882487085,0.4154035948226376,0.7534013605442177,0.5714285714285714
C05776686_1,3,Clinton,en,0.4199585101400611,0.3269679947327994,0.34918227173115385,0.4416124060672368,0.6661549235078646,0.4623376623376624
C05796247_5,3,Clinton,en,0.5249822935812833,0.4053292193917195,0.3440180067347088,0.44970713392743994,0.7355113636363636,0.7095238095238096
C05761178_6,3,Clinton,en,0.46574649462256035,0.346386592249005,0.35667466176964563,0.43824790757611193,0.9199999999999999,0.9
C05789623_3,3,Clinton,en,0.4179205759372115,0.3590012822251169,0.3369077966725379,0.4511370904288189,0.7254103535353535,0.6125
C05764349_1,3,Clinton,en,0.4549881257868308,0.46769553204534237,0.34220142165548656,0.48667196033506294,0.7653061224489796,0.7095238095238096
C05780692_5,2,Clinton,en,0.4964860606622707,0.3462213416289784,0.33448807073037906,0.48730563916283687,0.7032017982017982,0.680952380952381
C05784441_1,1,Clinton,en,0.49605755669917856,0.4785946080063727,0.37526279265623586,0.44752406398772565,0.806547619047619,0.8222222222222223
C05767319_0,3,Clinton,en,0.4862863500885498,0.40436896165170333,0.3890747305143875,0.504704001773492,0.9199999999999999,0.9
C05794182_4,1,Clinton,en,0.46058792695668405,0.35341345485630815,0.35041341214364885,0.42897533997359877,0.6744449846054125,0.5798701298701299
C05764705_1,3,Clinton,en,0.4646502000520075,0.33870432972600145,0.3499735226402106,0.4327474001926232,0.6713458110516933,0.6170995670995671
C05776180_1,1,Clinton,en,0.5249502631407846,0.3825692825692827,0.351840802675674,0.44786019346539296,0.7386047979797981,0.7136904761904761
C05798216_0,3,Clinton,en,0.5407310319305346,0.39489337822671167,0.3414882871805149,0.4441371938330397,0.7761904761904761,0.819047619047619
C05797121_2,2,Clinton,en,0.47730149185525944,0.38959442338628936,0.33948769992537775,0.45811845157782216,0.8015873015873015,0.7111111111111111
C05792346_0,1,Clinton,en,0.4829592167005445,0.3816361409698745,0.31571028002690715,0.47617226273863195,0.727840909090909,0.6666666666666667
C05760038_1,3,Clinton,en,0.5039381875409851,0.41794329465022884,0.3429341012980807,0.4674881164272731,0.814484126984127,0.8388888888888889
C05766571_1,2,Clinton,en,0.4608812547046689,0.34377447626701274,0.35911867327680363,0.4259929483772834,0.6602319249378072,0.5142857142857143
C05789560_0,1,Clinton,en,0.4321201640928394,0.28316545636750606,0.2939779967005305,0.3722242656234055,0.6358639435745415,0.6430173992673991
C05767774_1,3,Clinton,en,0.48158916611585917,0.3590023120510926,0.3879394399251005,0.4543935366192437,0.7327020202020202,0.7833333333333333
C05777530_0,3,Clinton,en,0.48457359361013025,0.3821844396013195,0.35308963666850923,0.4266617439640322,0.7936507936507936,0.5555555555555555
C05767313_0,2,Clinton,en,0.45844262339433123,0.3420000194093966,0.35640883771622284,0.435271573919425,0.6299075924075924,0.44454365079365077
C05791749_3,1,Clinton,en,0.5703287411653717,0.4872574955908289,0.3383765456678177,0.4850267069065953,0.7121527777777777,0.6625
C05770408_0,3,Clinton,en,0.41836481801612585,0.34251677749576903,0.33227324928350715,0.4805010664174002,0.7710884353741496,0.8095238095238094
C05788510_3,1,Clinton,en,0.42696930433852076,0.3310213832124442,0.36342323448939984,0.4580174005692673,0.5796671986033622,0.472310405643739
C05767241_2,3,Clinton,en,0.454344632274594,0.336093015294696,0.34305414225623754,0.46595673443997715,0.7653061224489796,0.6476190476190476
C05788450_0,3,Clinton,en,0.4277518820893936,0.30889062326562317,0.34610267558654856,0.4491299741945463,0.69989010989011,0.6561904761904762
C05759784_1,1,Clinton,en,0.4799515857672105,0.3890853446599001,0.31763929693735693,0.428406954869018,0.7653061224489796,0.7095238095238096
C05790249_0,1,Clinton,en,0.522354437624963,0.40345289631003933,0.352810790857943,0.42212552034711864,0.7254103535353535,0.5583333333333333
C05796657_3,2,Clinton,en,0.4443956271290696,0.3996478933741829,0.33971591953788516,0.4797622983480171,0.6966533466533467,0.4909523809523809
C05797449_1,3,Clinton,en,0.4620114390946537,0.3848649163807534,0.2994905554886763,0.45857643013484056,0.6938336899121214,0.7862433862433862
C05770532_1,2,Clinton,en,0.4947742816658124,0.37050013091707795,0.3620929016507876,0.46346559234291007,0.6018173669162555,0.6020408163265306
C05772647_0,3,Clinton,en,0.4885681224511603,0.39525455544607385,0.3372772049770139,0.4499498362371278,0.7452690166975883,0.7857142857142857
C05758506_1,3,Clinton,en,0.49342481127191345,0.3850407579139574,0.3405431647304804,0.4347583598147551,0.7081368631368632,0.6768253968253968
C05763822_0,3,Clinton,en,0.4736198408867275,0.46585124168244363,0.3099435282968812,0.49905146093495184,0.7710884353741496,0.8095238095238094
C05795062_2,3,Clinton,en,0.4957397101529382,0.37431172646439687,0.314302673495521,0.4535885186354606,0.7327020202020202,0.7083333333333334
C05797377_1,3,Clinton,en,0.4433254441596034,0.4234220169935682,0.32946474483360305,0.4167783227396307,0.9199999999999999,0.9
C05782458_1,3,Clinton,en,0.4274310442285176,0.3588409204288095,0.26920188026479697,0.45969047192569845,0.6399171519914554,0.6302808302808304
C05785296_0,3,Clinton,en,0.41650924933045635,0.34440975690975684,0.3139133534679328,0.4415992767283757,0.7296085858585859,0.5750000000000001
C05789979_0,1,Clinton,en,0.5192136513087047,0.39566259137687715,0.3399828394843692,0.46645505043262475,0.7020140353473687,0.61005291005291
C05765689_1,3,Clinton,en,0.4080123457268584,0.4109561351205499,0.260106899920783,0.4521124001964258,0.627854910827047,0.48406593406593407
C05773031_1,3,Clinton,en,0.49694590929308247,0.413655148270533,0.2981670879137125,0.4729471703397259,0.7214045214045214,0.7923280423280423
C05792398_1,3,Clinton,en,0.44552893812576655,0.46417445571857324,0.3441302710545941,0.47217004004026214,0.6752291825821237,0.6101010101010101
C05788498_3,3,Clinton,en,0.42186351091504737,0.3730492294504199,0.33772736115682117,0.43096596648148955,0.6545709192768017,0.6452380952380953
C05791344_1,3,Clinton,en,0.41914419765101835,0.3701584176155262,0.3031950072015898,0.4020325816391641,0.623373048077674,0.6275132275132276
C05758700_5,3,Clinton,en,0.4545379796365153,0.3595145587024427,0.3467970383186467,0.4321064025384682,0.7032967032967034,0.6211111111111112
C05791003_0,3,Clinton,en,0.45048548598438265,0.41252209821814856,0.33903015291563676,0.4561192572331891,0.6259589308298035,0.5130952380952382
C05770378_3,1,Clinton,en,0.5192125709344712,0.41401998509841653,0.3580859650795191,0.40339114348208105,0.7738095238095237,0.8428571428571429
C05778805_1,3,Clinton,en,0.4683649387705787,0.2942077002936731,0.3359393558515702,0.49610420927682325,0.7002183002183001,0.6629629629629629
C05786233_2,3,Clinton,en,0.4868893919472533,0.35996699777187574,0.3208561797903805,0.5206101243849954,0.8015873015873015,0.7111111111111111
C05792818_4,3,Clinton,en,0.41743566964159423,0.3948608989050163,0.3334975629259586,0.45172987846520185,0.6698424472128033,0.7570887445887444
C05767739_3,1,Clinton,en,0.505150786155802,0.3235637983161202,0.41611765992330557,0.4296508331708828,0.7710884353741496,0.8095238095238094
C05762760_0,2,Clinton,en,0.4907249838395437,0.310374852420307,0.3487941511902398,0.4489610335843151,0.7568027210884355,0.6571428571428571
C05788449_0,1,Clinton,en,0.5312163505915761,0.40738376207126215,0.3533051254473921,0.4427350554457301,0.716325649658983,0.5973544973544973
C05781120_3,3,Clinton,en,0.5247220798235926,0.3783835212406642,0.33492809233445564,0.44672862986983425,0.7452690166975883,0.7857142857142858
C05771336_0,2,Clinton,en,0.4467233139184423,0.4333638497725184,0.3461184172829063,0.43719308968369897,0.7687074829931972,0.7238095238095238
C05793682_0,2,Clinton,en,0.4557408278190131,0.3151984379257104,0.3229501721269856,0.4314889213190033,0.617610630048374,0.6131868131868131
C05766570_0,2,Clinton,en,0.41667317440237917,0.3754654753993348,0.33690029005593414,0.44626455643225615,0.6303775389914651,0.48571428571428577
C05769679_0,3,Clinton,en,0.4037684308719299,0.415431066634502,0.3415959848862483,0.47788557298219975,0.710405643738977,0.7582010582010582
C05764412_1,3,Clinton,en,0.44991022895698385,0.3984661780444243,0.3284558626747717,0.44344949833434977,0.6872077922077923,0.6185714285714285
C05789144_2,2,Clinton,en,0.4955189721644837,0.30698293060425413,0.33412322559942786,0.44466819785331196,0.9199999999999999,0.9
C05779677_0,1,Clinton,en,0.45786313465713174,0.3238381509233133,0.3396342767404355,0.4192935877544844,0.7035037878787879,0.7625
C05782462_2,2,Clinton,en,0.5029158560202736,0.39900480471909056,0.3371513303396642,0.47784261530919775,0.9199999999999999,0.9
C05781812_0,3,Clinton,en,0.45914708071095484,0.33674109688041565,0.348389663445735,0.44238133691573367,1.0,1.0
C05770727_0,1,Clinton,en,0.5159408940751578,0.44762052762052773,0.3816553389206137,0.4891490076971375,0.7097643097643097,0.5111111111111111
C05774897_1,1,Clinton,en,0.43495749263317146,0.3034879659485652,0.2978958751314263,0.40838149167728216,0.5853657785817701,0.38095238095238093
C05783112_2,3,Clinton,en,0.4956314265100852,0.4209654542987877,0.32644422262152817,0.4651415770408752,0.806547619047619,0.8222222222222223
C05783747_0,1,Clinton,en,0.4535938925403021,0.4530906831458301,0.3351578845950379,0.4570678977854115,0.7355113636363637,0.7303571428571428
C05782128_22,3,Clinton,en,0.48046524735757246,0.4019134711442404,0.3240787910547068,0.47079347634616103,0.9199999999999999,0.9
C05769583_1,3,Clinton,en,0.5154337624844672,0.4140899840899841,0.3040387638678579,0.4870985853094931,0.7602040816326531,0.6476190476190476
C05760166_1,3,Clinton,en,0.42929322210895504,0.31604807756237346,0.3038900000290471,0.435037426348404,0.6294143347304944,0.5623015873015874
C05775884_1,2,Clinton,en,0.4649127427805327,0.34899706164047795,0.3513047482532015,0.4187402251262459,0.7676870748299319,0.7952380952380953
C05779382_1,3,Clinton,en,0.4128360740883138,0.41026389069080915,0.35277712209283685,0.40014126566345043,0.7602040816326529,0.7095238095238094
C05760232_2,1,Clinton,en,0.4958043120714358,0.36462460303923716,0.3464379372148611,0.4754244599441016,0.7653061224489796,0.7095238095238096
C05774083_1,3,Clinton,en,0.44792084034649227,0.3576063940209597,0.3513631710192123,0.48933514460786653,0.727840909090909,0.6666666666666667
C05768316_0,3,Clinton,en,0.42211595953097814,0.3782054279825488,0.34726935025231465,0.3998294816647162,0.6221500614095173,0.5673469387755102
C05793350_1,3,Clinton,en,0.4988640420505492,0.3298360960106788,0.3581553493522179,0.47011306220480253,0.8065476190476191,0.8222222222222223
C05766391_0,1,Clinton,en,0.4904757620493147,0.44168153783538416,0.3883981399722383,0.4787542255418913,0.8015873015873015,0.7111111111111111
C05795811_2,2,Clinton,en,0.494656736505582,0.4529501640228284,0.350075772034558,0.46414830808156227,0.6968472703766821,0.7659523809523809
C05771649_1,3,Clinton,en,0.4213539261051923,0.3856150956649677,0.3428714417719106,0.4262681006033798,0.7254103535353535,0.6000000000000001
C05790190_2,2,Clinton,en,0.432408445051406,0.3361536886918362,0.3434278999767911,0.4679991429060234,0.628678173647935,0.46717687074829933
C05770392_1,2,Clinton,en,0.48307285650764475,0.3770280262761466,0.38480053098197886,0.4530005797125822,0.7936507936507936,0.611111111111111
C05785898_1,3,Clinton,en,0.42217098692687627,0.3274806448879339,0.3638279964243805,0.4194065907087987,0.5832562801270857,0.4070494864612511
C05771447_5,1,Clinton,en,0.5312029949979074,0.36043841216255,0.340809706365368,0.48317143904089727,0.9199999999999999,0.9
C05796945_2,3,Clinton,en,0.4925341441558928,0.41204287104574056,0.320556012050833,0.4723025531530645,0.7296085858585859,0.625
C05781666_8,3,Clinton,en,0.4728931167877249,0.46378827890455787,0.31647141530565603,0.48822856079081395,0.9199999999999999,0.9
C05782213_1,2,Clinton,en,0.495553294169569,0.33637239953029424,0.355505295952544,0.44144030701636033,0.9199999999999999,0.9
C05790101_2,3,Clinton,en,0.4305408388016907,0.3416681253160427,0.3447935843588723,0.46924865132593335,0.7035037878787879,0.7625000000000001
C05770511_1,3,Clinton,en,0.49374330432132685,0.3009330738622455,0.3340685297771068,0.45922389519451295,0.7710884353741496,0.8095238095238095
C05760552_1,3,Clinton,en,0.4447136053727159,0.4010907414427403,0.3403016492362047,0.47782382856082295,0.8065476190476191,0.8222222222222223
C05772358_3,1,Clinton,en,0.4688763648307805,0.3780599531357688,0.35555147932365144,0.4316351640876816,0.7568027210884354,0.6238095238095239
C05767719_2,3,Clinton,en,0.4052647119426585,0.4882147497693715,0.34844879705022413,0.45718462243150765,0.71635101010101,0.7
C05780709_1,3,Clinton,en,0.4914007829754432,0.40480616197527963,0.33977716456054635,0.45749813077058615,0.7710884353741496,0.8
C05762714_2,3,Clinton,en,0.4917517851165466,0.40652211502660796,0.3482773311709141,0.41642907058954975,0.7013989686783805,0.7723809523809523
C05770453_3,1,Clinton,en,0.5325504623533626,0.40634127776984924,0.3488232125555696,0.44689628062244124,0.7710884353741496,0.8
C05780014_1,1,Clinton,en,0.41869277303853425,0.3273013923855641,0.35172395791350974,0.43339389299735015,0.7065033731700399,0.6518518518518519
C05789052_1,1,Clinton,en,0.42403248806685084,0.34189800043378826,0.24253894771013929,0.4719471144498039,0.6555349730483421,0.6607503607503609
C05769840_1,2,Clinton,en,0.49079823577514675,0.3907531881063536,0.3485397102755663,0.4388879354933473,0.6765873015873015,0.6585858585858585
C05762853_16,1,Clinton,en,0.48773230001978846,0.39750096787841344,0.3306404770731896,0.48767814274962323,0.9199999999999999,0.9
C05769437_4,2,Clinton,en,0.46428059112295506,0.3131619816964644,0.3391238199304315,0.44608606691229824,0.6864583492034472,0.7338624338624338
C05767724_1,1,Clinton,en,0.44972655630400565,0.3671719266058888,0.3546747741787245,0.41118360575824586,0.9199999999999999,0.9
C05761154_3,3,Clinton,en,0.4526006744720706,0.37349969479401735,0.3376354558272723,0.4424560646522485,0.7568027210884354,0.6571428571428571
C05758911_2,1,Clinton,en,0.48381971830812154,0.39582313821444254,0.3403169712391888,0.4592345881551622,0.7386047979797981,0.7970238095238096
C05795082_1,3,Clinton,en,0.459418824545632,0.34969860116058943,0.32905027776083806,0.42259282753613175,0.7195545195545195,0.6775132275132275
C05759525_2,3,Clinton,en,0.4829827207264822,0.41734062720904835,0.3322435132482499,0.4825427748738248,0.7936507936507936,0.611111111111111
C05771846_3,3,Clinton,en,0.4559442673619974,0.3775630069498463,0.34084631801312626,0.4655025398344841,0.6947802197802198,0.4633333333333334
C05789258_2,3,Clinton,en,0.44553530215169007,0.3516712882711211,0.3444148329115475,0.4510744397276483,0.6657811572672254,0.6500661375661375
C05790662_23,3,Clinton,en,0.3730201514751948,0.4963507123608422,0.2401390209433085,0.4838705649589821,0.6492609440470404,0.6816017316017317
C05759138_5,2,Clinton,en,0.3996597132067824,0.45386690182452566,0.34210264842364363,0.46070570906727193,0.6203455879959641,0.5776747062461348
C05784458_0,3,Clinton,en,0.4793253347969772,0.3910204529769749,0.3295795366088954,0.4746932372781993,1.0,1.0
C05774496_2,1,Clinton,en,0.4298710287089169,0.3239636036442713,0.35898056081933283,0.42978054280833644,0.6160121167077689,0.4946031746031746
C05739591_2,3,Clinton,en,0.44540475613309494,0.396777488514183,0.33451059584670173,0.4482676933824008,0.6494847250194844,0.7343434343434343
C05767591_0,3,Clinton,en,0.4284542910931256,0.4651312900289229,0.35693426361521824,0.4699199813763864,0.7355113636363637,0.6595238095238095
C05781651_1,3,Clinton,en,0.48392369967443777,0.3630971497638165,0.3219042933845545,0.48468406055650143,0.6864583492034473,0.7783068783068783
C05793151_1,3,Clinton,en,0.4947124106127433,0.39697195258692586,0.33668777045289966,0.45839344013302435,0.7625850340136054,0.7095238095238096
C05777311_8,3,Clinton,en,0.5043041628904611,0.49282081816683887,0.3823743662652674,0.5018456104748366,0.9199999999999999,0.9
C05774155_1,1,Clinton,en,0.4901216678667346,0.3592004842004843,0.384990084122377,0.4823041975302583,0.7568027210884354,0.6238095238095239
C05796202_2,1,Clinton,en,0.4941874073361878,0.42240365843307026,0.33689105484809206,0.48461799496933733,0.7212121212121212,0.5125
C05770294_0,1,Clinton,en,0.4247061649954406,0.37325024553094716,0.33824321971127436,0.45114671275460094,0.565842028209779,0.6524110392531445
C05780329_0,3,Clinton,en,0.45316163504128765,0.3632177209763415,0.32582086550375317,0.45163529922239987,0.7676870748299319,0.7095238095238096
C05771216_1,2,Clinton,en,0.46296753120549217,0.3257533549550355,0.3464423305333677,0.45647635778316786,0.6382686683488822,0.6303030303030301
C05773734_3,2,Clinton,en,0.4285598515212971,0.3276118842332032,0.2569627441833285,0.44410311426782,0.5679993028044632,0.5671196087862755
C05770612_0,2,Clinton,en,0.4253686813597378,0.35868478244602237,0.2759269321899362,0.4263513835276182,0.6077429212028754,0.5550264550264551
C05779003_0,1,Clinton,en,0.49594498523621644,0.3645866996305044,0.3468859530439823,0.42732225456149064,0.8015873015873015,0.7111111111111111
C05772446_2,1,Clinton,en,0.4305240610074689,0.35332151730165084,0.3747714818085445,0.43105341606669334,0.6250723859024971,0.5473755411255411
C05778486_4,2,Clinton,en,0.4803117067951589,0.3970761183261183,0.3422782671735625,0.4558434492667666,1.0,1.0
C05765915_0,3,Clinton,en,0.48144270218485885,0.3978521478521479,0.3516205723221398,0.441100579388993,0.7676870748299319,0.7952380952380953
C05782457_0,3,Clinton,en,0.4560103927144609,0.36282893493701257,0.32295216385130937,0.44953862839180264,1.0,1.0
C05739879_1,3,Clinton,en,0.41975405426392826,0.38931373256568674,0.35852260349238707,0.43357142359250006,0.6939560439560439,0.5066666666666666
C05765100_1,3,Clinton,en,0.43337888219462245,0.4564504215725079,0.33738511373160474,0.5328211741662717,1.0,1.0
C05773055_1,3,Clinton,en,0.4860460861895813,0.38965503517619104,0.3378377890901575,0.4384268569407889,0.647255905286091,0.5337301587301587
C05784364_6,3,Clinton,en,0.4533785209574453,0.4030469075551041,0.3352094262690019,0.4835085817291084,0.6185394984103711,0.5238095238095238
C05796441_2,2,Clinton,en,0.4622461298634621,0.38033376447898487,0.3611310510561697,0.4142875042420581,0.7090045756712422,0.746031746031746
C05786430_1,2,Clinton,en,0.41287499427060825,0.3780912008985689,0.3389895777195609,0.46551503187662396,0.6112159736127449,0.5783730158730158
C05780653_3,3,Clinton,en,0.5260104047821665,0.38337234194377046,0.3404163378555776,0.46506900570816534,0.7296085858585858,0.6041666666666667
